symbol,date,period,Revenue,OtherRevenueTotal,TotalRevenue,CostofRevenueTotal,GrossProfit,SellingGeneralAdminExpensesTotal,ResearchDevelopment,DepreciationAmortization,InterestExpenseIncomeNetOperating,UnusualExpenseIncome,OtherOperatingExpensesTotal,TotalOperatingExpense,OperatingIncome,InterestIncomeExpenseNetNonOperating,GainLossonSaleofAssets,OtherNet,IncomeBeforeTax,IncomeAfterTax,MinorityInterest,EquityInAffiliates,NetIncomeBeforeExtraItems,AccountingChange,DiscontinuedOperations,ExtraordinaryItem,NetIncome,PreferredDividends,IncomeAvailabletoCommonExclExtraItems,IncomeAvailabletoCommonInclExtraItems,BasicWeightedAverageShares,BasicEPSExcludingExtraordinaryItems,BasicEPSIncludingExtraordinaryItems,DilutionAdjustment,DilutedWeightedAverageShares,DilutedEPSExcludingExtraordinaryItems,DilutedEPSIncludingExtraordinaryItems,DividendsperShareCommonStockPrimaryIssue,GrossDividendsCommonStock,NetIncomeafterStockBasedCompExpense,BasicEPSafterStockBasedCompExpense,DilutedEPSafterStockBasedCompExpense,DepreciationSupplemental,TotalSpecialItems,NormalizedIncomeBeforeTaxes,EffectofSpecialItemsonIncomeTaxes,IncomeTaxesExImpactofSpecialItems,NormalizedIncomeAfterTaxes,NormalizedIncomeAvailtoCommon,BasicNormalizedEPS,DilutedNormalizedEPS
AXTI,2016-06-30,3 months ending,20.50,NA,20.50,14.47,6.03,3.42,1.47,NA,NA,0.23,NA,19.59,0.91,NA,NA,0.33,0.94,0.80,0.35,NA,1.15,NA,NA,NA,1.15,NA,1.11,1.11,NA,NA,NA,NA,32.45,0.03,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
AXTI,2016-03-31,3 months ending,18.71,NA,18.71,13.46,5.25,3.37,1.38,NA,NA,NA,NA,18.21,0.50,NA,NA,0.19,0.33,-0.07,0.11,NA,0.04,NA,NA,NA,0.04,NA,0.00,0.00,NA,NA,NA,NA,32.00,0.00,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00
AXTI,2015-12-31,3 months ending,18.06,NA,18.06,14.97,3.09,3.38,1.38,NA,NA,0.00,NA,19.72,-1.67,NA,NA,0.27,-1.61,-1.80,0.56,NA,-1.24,NA,NA,NA,-1.24,NA,-1.29,-1.29,NA,NA,NA,NA,31.95,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04
AXTI,2015-09-30,3 months ending,18.37,NA,18.37,13.77,4.61,3.66,1.66,NA,NA,0.00,NA,19.08,-0.71,NA,NA,0.50,0.05,0.05,-0.01,NA,0.04,NA,NA,NA,0.04,NA,0.00,0.00,NA,NA,NA,NA,31.99,0.00,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00
AXTI,2015-12-31,12 months ending,77.50,NA,77.50,60.67,16.83,16.06,5.66,NA,NA,0.00,NA,82.40,-4.90,NA,NA,2.02,-2.00,-2.53,0.30,NA,-2.23,NA,NA,NA,-2.23,NA,-2.40,-2.40,NA,NA,NA,NA,32.18,-0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.07
AXTI,2014-12-31,12 months ending,83.50,NA,83.50,66.33,17.17,14.97,4.14,NA,NA,0.91,NA,86.35,-2.85,NA,NA,0.36,-0.48,-0.70,-0.69,NA,-1.39,NA,NA,NA,-1.39,NA,-1.56,-1.56,NA,NA,NA,NA,32.45,-0.05,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03
AXTI,2013-12-31,12 months ending,85.33,NA,85.33,73.51,11.83,16.07,3.42,NA,NA,NA,NA,93.00,-7.66,NA,NA,-0.75,-6.62,-6.81,-1.15,NA,-7.96,NA,NA,NA,-7.96,NA,-8.13,-8.13,NA,NA,NA,0.00,32.70,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25
AXTI,2012-12-31,12 months ending,88.37,NA,88.37,63.52,24.85,15.42,3.47,NA,NA,NA,NA,82.41,5.96,NA,NA,-0.76,7.00,6.15,-3.04,NA,3.11,NA,NA,NA,3.11,NA,2.93,2.93,NA,NA,NA,NA,32.87,0.09,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
AXTA,2016-09-30,3 months ending,1029.10,NA,1029.10,630.40,398.70,242.30,14.90,21.30,NA,NA,NA,908.90,120.20,NA,NA,-82.90,-10.10,-9.50,-1.20,NA,-10.70,NA,NA,NA,-10.70,NA,-10.70,-10.70,NA,NA,NA,NA,238.50,-0.04,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04
AXTA,2016-06-30,3 months ending,1072.10,NA,1072.10,649.00,423.10,237.70,14.10,20.30,NA,NA,NA,921.10,151.00,NA,NA,-50.80,70.40,50.10,-1.60,NA,48.50,NA,NA,NA,48.50,NA,48.50,48.50,NA,NA,NA,NA,242.40,0.20,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20
AXTA,2016-03-31,3 months ending,961.60,NA,961.60,606.40,355.20,219.10,12.60,20.20,NA,NA,NA,858.30,103.30,NA,NA,-0.50,45.20,30.60,-0.90,NA,29.70,NA,NA,NA,29.70,NA,29.70,29.70,NA,NA,NA,NA,241.60,0.12,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12
AXTA,2015-12-31,3 months ending,1009.60,NA,1009.60,639.20,370.40,237.10,12.90,20.20,NA,0.00,NA,909.40,100.20,NA,NA,3.70,53.90,39.10,-0.50,NA,38.60,NA,NA,NA,38.60,NA,38.60,38.60,NA,NA,NA,NA,241.50,0.16,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
AXTA,2015-09-30,3 months ending,1005.10,NA,1005.10,628.60,376.50,219.20,13.00,20.40,NA,0.00,NA,881.20,123.90,NA,NA,0.40,54.20,36.40,-1.30,NA,35.10,NA,NA,NA,35.10,NA,35.10,35.10,NA,NA,NA,NA,240.90,0.15,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15
AXTA,2015-12-31,12 months ending,4113.30,NA,4113.30,2597.30,1516.00,914.80,51.60,80.70,NA,30.60,NA,3675.00,438.30,NA,NA,13.10,161.20,97.90,-4.20,NA,93.70,NA,NA,NA,93.70,NA,93.70,93.70,NA,NA,NA,NA,239.70,0.39,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47
AXTA,2014-12-31,12 months ending,4391.50,NA,4391.50,2897.20,1494.30,991.50,49.50,83.80,NA,0.00,NA,4022.00,369.50,NA,NA,-33.80,36.80,34.70,-7.30,NA,27.40,NA,NA,NA,27.40,NA,27.40,27.40,NA,NA,NA,NA,230.30,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12
AXTA,2013-12-31,12 months ending,3986.80,NA,3986.80,2772.80,1214.00,1040.60,40.50,79.90,NA,28.10,NA,3961.90,24.90,NA,NA,-122.40,-263.70,-218.90,-6.00,NA,-224.90,NA,NA,NA,-224.90,NA,-221.00,-221.00,NA,NA,NA,NA,228.46,-0.97,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89
AXTA,2012-12-31,12 months ending,4256.80,NA,4256.80,2932.60,1324.20,873.40,41.50,0.00,NA,0.00,NA,3847.50,409.30,NA,NA,-34.00,393.00,247.80,-4.50,NA,243.30,NA,NA,NA,243.30,NA,243.30,243.30,NA,NA,NA,NA,229.07,1.06,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06
AZO,2016-08-27,16 weeks ending,3398.77,NA,3398.77,1604.02,1794.75,997.45,NA,93.93,NA,NA,NA,2695.40,703.37,NA,NA,NA,657.58,426.77,NA,NA,426.77,NA,NA,NA,426.77,NA,426.77,426.77,NA,NA,NA,NA,29.63,14.40,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.40
AZO,2016-05-07,12 weeks ending,2593.67,NA,2593.67,1223.21,1370.46,765.65,NA,68.43,NA,NA,NA,2057.30,536.37,NA,NA,NA,502.32,327.51,NA,NA,327.51,NA,NA,NA,327.51,NA,327.51,327.51,NA,NA,NA,NA,30.41,10.77,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.77
AZO,2016-02-13,12 weeks ending,2257.19,NA,2257.19,1066.60,1190.60,739.28,NA,68.65,NA,NA,NA,1874.53,382.66,NA,NA,NA,349.83,228.61,NA,NA,228.61,NA,NA,NA,228.61,NA,228.61,228.61,NA,NA,NA,NA,30.78,7.43,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.43
AZO,2015-11-21,12 weeks ending,2386.04,NA,2386.04,1133.11,1252.93,748.66,NA,66.28,NA,NA,NA,1948.05,438.00,NA,NA,NA,402.99,258.11,NA,NA,258.11,NA,NA,NA,258.11,NA,258.11,258.11,NA,NA,NA,NA,31.14,8.29,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.29
AZO,2015-08-29,16 weeks ending,3290.40,NA,3290.40,1562.86,1727.55,1058.28,NA,NA,NA,NA,NA,2621.13,669.27,NA,NA,NA,622.21,401.14,NA,NA,401.14,NA,NA,NA,401.14,NA,401.14,401.14,NA,NA,NA,NA,31.22,12.85,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.85
AZO,2016-08-27,52 weeks ending,10635.68,NA,10635.68,5026.94,5608.74,3250.94,NA,297.40,NA,NA,NA,8575.28,2060.39,NA,NA,NA,1912.71,1241.01,NA,NA,1241.01,NA,NA,NA,1241.01,NA,1241.01,1241.01,NA,NA,NA,NA,30.49,40.70,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.70
AZO,2015-08-29,52 weeks ending,10187.34,NA,10187.34,4860.31,5327.03,3373.98,NA,NA,NA,NA,NA,8234.29,1953.05,NA,NA,NA,1802.61,1160.24,NA,NA,1160.24,NA,NA,NA,1160.24,NA,1160.24,1160.24,NA,NA,NA,0.00,32.21,36.03,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.03
AZO,2014-08-30,52 weeks ending,9475.31,NA,9475.31,4540.41,4934.91,3104.68,NA,NA,NA,NA,NA,7645.09,1830.22,NA,NA,NA,1662.71,1069.74,NA,NA,1069.74,NA,NA,NA,1069.74,NA,1069.74,1069.74,NA,NA,NA,NA,33.88,31.57,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.57
AZO,2013-08-31,53 weeks ending,9147.53,NA,9147.53,4406.60,4740.94,2967.84,NA,NA,NA,NA,NA,7374.43,1773.10,NA,NA,NA,1587.68,1016.48,NA,NA,1016.48,NA,NA,NA,1016.48,NA,1016.48,1016.48,NA,NA,NA,0.00,36.58,27.79,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.79
AZPN,2016-09-30,3 months ending,120.05,NA,120.05,11.51,108.54,35.18,18.63,NA,NA,NA,NA,65.32,54.73,NA,NA,0.65,54.78,35.00,NA,NA,35.00,NA,NA,NA,35.00,NA,35.00,35.00,NA,NA,NA,NA,79.39,0.44,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44
AZPN,2016-06-30,3 months ending,113.68,NA,113.68,11.73,101.95,36.22,16.75,NA,NA,NA,NA,64.71,48.97,NA,NA,1.98,50.28,33.33,NA,NA,33.33,NA,NA,NA,33.33,NA,33.33,33.33,NA,NA,NA,NA,81.71,0.41,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41
AZPN,2016-03-31,3 months ending,119.22,NA,119.22,12.02,107.20,38.70,17.82,NA,NA,NA,NA,68.54,50.68,NA,NA,-2.69,47.76,33.17,NA,NA,33.17,NA,NA,NA,33.17,NA,33.17,33.17,NA,NA,NA,NA,83.37,0.40,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40
AZPN,2015-12-31,3 months ending,119.15,NA,119.15,11.89,107.26,34.98,15.98,NA,NA,NA,NA,62.85,56.30,NA,NA,-0.16,56.20,36.68,NA,NA,36.68,NA,NA,NA,36.68,NA,36.68,36.68,NA,NA,NA,NA,83.70,0.44,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44
AZPN,2015-09-30,3 months ending,120.30,NA,120.30,12.97,107.32,35.30,16.60,NA,NA,NA,NA,64.87,55.43,NA,NA,0.90,56.41,36.77,NA,NA,36.77,NA,NA,NA,36.77,NA,36.77,36.77,NA,NA,NA,NA,84.32,0.44,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44
AZPN,2016-06-30,12 months ending,472.34,NA,472.34,48.61,423.73,145.20,67.15,NA,NA,NA,NA,260.96,211.38,NA,NA,0.03,210.64,139.95,NA,NA,139.95,NA,NA,NA,139.95,NA,139.95,139.95,NA,NA,NA,NA,83.31,1.68,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68
AZPN,2015-06-30,12 months ending,440.40,NA,440.40,49.58,390.82,141.45,69.58,NA,NA,0.00,NA,260.61,179.79,NA,NA,-0.78,179.47,118.41,NA,NA,118.41,NA,NA,NA,118.41,NA,118.41,118.41,NA,NA,NA,NA,89.02,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33
AZPN,2014-06-30,12 months ending,391.45,NA,391.45,52.69,338.76,140.65,68.41,NA,NA,-0.01,NA,261.73,129.72,NA,NA,-2.28,128.53,85.78,NA,NA,85.78,NA,NA,NA,85.78,NA,85.78,85.78,NA,NA,NA,NA,93.67,0.92,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92
AZPN,2013-06-30,12 months ending,311.39,NA,311.39,50.35,261.04,142.93,62.52,NA,NA,-0.01,NA,255.79,55.60,NA,NA,-1.12,57.44,45.26,NA,NA,45.26,NA,NA,NA,45.26,NA,45.26,45.26,NA,NA,NA,NA,95.41,0.47,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47
AZRX,2016-03-31,3 months ending,0.00,NA,0.00,NA,NA,0.66,0.69,NA,NA,NA,NA,1.35,-1.35,NA,NA,0.07,-1.99,-1.99,NA,NA,-1.99,NA,NA,NA,-1.99,NA,-1.99,-1.99,NA,NA,NA,0.00,10.81,-0.18,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18
AZRX,2015-12-31,12 months ending,0.00,NA,0.00,NA,NA,3.33,1.40,NA,NA,NA,NA,4.73,-4.73,NA,NA,0.39,-5.93,-5.93,NA,NA,-5.93,NA,NA,NA,-5.93,NA,-5.93,-5.93,NA,NA,NA,0.00,10.81,-0.55,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55
AZRX,2015-03-31,3 months ending,0.00,NA,0.00,NA,NA,0.76,0.31,NA,NA,NA,NA,1.07,-1.07,NA,NA,0.03,-1.19,-1.19,NA,NA,-1.19,NA,NA,NA,-1.19,NA,-1.19,-1.19,NA,NA,NA,0.00,10.81,-0.11,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11
AZRX,2015-12-31,12 months ending,0.00,NA,0.00,NA,NA,3.33,1.40,NA,NA,NA,NA,4.73,-4.73,NA,NA,0.39,-5.93,-5.93,NA,NA,-5.93,NA,NA,NA,-5.93,NA,-5.93,-5.93,NA,NA,NA,0.00,10.81,-0.55,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55
AZRX,2014-12-31,12 months ending,0.00,NA,0.00,NA,NA,1.66,0.67,NA,NA,NA,NA,2.33,-2.33,NA,NA,0.03,-2.37,-2.37,NA,NA,-2.37,NA,NA,NA,-2.37,NA,-2.37,-2.37,NA,NA,NA,0.00,10.81,-0.22,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22
AZRE,2016-06-30,3 months ending,1021.69,NA,1021.69,86.52,NA,157.09,NA,235.76,NA,NA,NA,479.36,542.34,NA,NA,-196.88,-265.32,-231.67,-5.20,NA,-236.88,NA,NA,NA,-236.88,NA,-359.39,-359.39,NA,NA,NA,0.00,23.45,-15.32,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.32
AZRE,2016-03-31,3 months ending,767.24,NA,767.24,63.34,NA,191.31,NA,192.13,NA,NA,NA,446.79,320.45,NA,NA,-304.24,-355.12,-593.44,-14.97,NA,-608.41,NA,NA,NA,-608.41,NA,-880.25,-880.25,NA,NA,NA,0.00,23.45,-37.53,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.53
AZRE,2015-12-31,9 months ending,1858.91,NA,1858.91,127.31,NA,481.53,NA,495.65,NA,NA,NA,1104.48,754.43,NA,NA,-474.15,-971.97,-1061.40,-10.20,NA,-1071.60,NA,NA,NA,-1071.60,NA,-2147.69,-2147.69,NA,NA,NA,0.00,23.45,-91.57,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.57
AZRE,2015-06-30,3 months ending,570.19,NA,570.19,34.70,NA,144.96,NA,140.06,NA,NA,NA,319.72,250.47,NA,NA,-132.57,-259.99,-241.58,1.32,NA,-240.26,NA,NA,NA,-240.26,NA,-499.54,-499.54,NA,NA,NA,0.00,23.45,-21.30,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.30
AZRE,2015-03-31,3 months ending,356.78,NA,356.78,25.79,NA,184.07,NA,104.41,NA,NA,NA,314.27,42.51,NA,NA,-93.83,-156.35,-203.66,0.28,NA,-203.38,NA,NA,NA,-203.38,NA,-463.66,-463.66,NA,NA,NA,0.00,23.45,-19.77,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.77
AZRE,2016-03-31,12 months ending,2626.15,NA,2626.15,190.65,NA,672.84,NA,687.78,NA,NA,NA,1551.27,1074.88,NA,NA,-778.39,-1327.10,-1654.84,-25.17,NA,-1680.01,NA,NA,NA,-1680.01,NA,-3027.94,-3027.94,NA,NA,NA,0.00,23.45,-129.10,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-129.10
AZRE,2015-03-31,12 months ending,1124.14,NA,1124.14,79.82,NA,425.95,NA,322.43,NA,NA,NA,828.20,295.94,NA,NA,-400.79,-835.48,-1088.59,5.59,NA,-1082.99,NA,NA,NA,-1082.99,NA,-1838.20,-1838.20,NA,NA,NA,0.00,23.45,-78.37,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.37
AZRE,2014-03-31,12 months ending,881.35,NA,881.35,52.49,NA,235.30,NA,252.35,NA,NA,NA,540.14,341.20,NA,NA,-328.60,-759.58,-775.43,26.93,NA,-748.50,NA,NA,NA,-748.50,NA,-1115.05,-1115.05,NA,NA,NA,0.00,23.45,-47.54,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47.54
AZRE,2013-03-31,12 months ending,399.68,NA,399.68,26.73,NA,189.24,NA,129.37,NA,NA,NA,345.34,54.34,NA,NA,-248.08,-432.53,-583.95,16.14,NA,-567.81,NA,NA,NA,-567.81,NA,-862.73,-862.73,NA,NA,NA,0.00,23.45,-36.78,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36.78
B,2016-09-30,3 months ending,311.56,NA,311.56,198.60,112.96,61.14,NA,NA,NA,NA,NA,259.74,51.82,NA,NA,-4.38,48.18,36.83,NA,NA,36.83,NA,NA,NA,36.83,NA,36.83,36.83,NA,NA,NA,NA,54.57,0.67,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67
B,2016-06-30,3 months ending,306.69,NA,306.69,197.17,109.52,62.06,NA,NA,NA,NA,NA,259.23,47.46,NA,NA,0.79,45.47,33.21,NA,NA,33.21,NA,NA,NA,33.21,NA,33.21,33.21,NA,NA,NA,NA,54.64,0.61,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
B,2016-03-31,3 months ending,288.33,NA,288.33,186.25,102.08,60.55,NA,NA,NA,NA,NA,246.81,41.53,NA,NA,-3.94,38.31,28.85,NA,NA,28.85,NA,NA,NA,28.85,NA,28.85,28.85,NA,NA,NA,NA,54.67,0.53,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53
B,2015-12-31,3 months ending,287.03,NA,287.03,189.21,97.82,67.71,NA,NA,NA,NA,NA,256.92,30.11,NA,NA,0.02,27.37,24.41,NA,NA,24.41,NA,NA,NA,24.41,NA,24.41,24.41,NA,NA,NA,NA,55.11,0.44,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44
B,2015-09-30,3 months ending,291.43,NA,291.43,191.13,100.30,56.55,NA,NA,NA,NA,NA,247.69,43.75,NA,NA,0.55,41.66,33.67,NA,NA,33.67,NA,NA,NA,33.67,NA,33.67,33.67,NA,NA,NA,NA,55.59,0.61,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
B,2015-12-31,12 months ending,1193.97,NA,1193.97,782.82,411.16,242.76,NA,NA,NA,NA,NA,1025.58,168.40,NA,NA,8.46,157.95,121.38,NA,NA,121.38,NA,NA,NA,121.38,NA,121.38,121.38,NA,NA,NA,NA,55.51,2.19,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19
B,2014-12-31,12 months ending,1262.01,NA,1262.01,829.65,432.36,252.38,NA,NA,NA,NA,NA,1082.03,179.97,NA,NA,-1.27,166.50,120.54,NA,NA,120.54,NA,NA,NA,118.37,NA,120.54,118.37,NA,NA,NA,NA,55.72,2.16,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16
B,2013-12-31,12 months ending,1091.57,NA,1091.57,738.17,353.40,230.19,NA,NA,NA,NA,NA,968.37,123.20,NA,NA,-1.80,107.57,72.32,NA,NA,72.32,NA,NA,NA,270.53,NA,72.32,270.53,NA,NA,NA,NA,54.97,1.32,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32
B,2012-12-31,12 months ending,928.78,NA,928.78,655.65,273.13,166.00,NA,NA,NA,NA,NA,821.65,107.13,NA,NA,-6.09,92.26,79.83,NA,NA,79.83,NA,NA,NA,95.25,NA,79.83,95.25,NA,NA,NA,NA,55.22,1.45,NA,0.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45
AZZ,2016-08-31,3 months ending,195.04,NA,195.04,153.16,41.89,27.00,NA,NA,NA,NA,NA,180.16,14.89,NA,-0.19,0.07,11.19,10.02,NA,NA,10.02,NA,NA,NA,10.02,NA,10.02,10.02,NA,NA,NA,NA,26.12,0.38,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39
AZZ,2016-05-31,3 months ending,242.67,NA,242.67,179.34,63.33,28.82,NA,NA,NA,NA,NA,208.16,34.51,NA,0.11,0.12,30.82,21.06,NA,NA,21.06,NA,NA,NA,21.06,NA,21.06,21.06,NA,NA,NA,NA,26.04,0.81,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
AZZ,2016-02-29,3 months ending,217.61,NA,217.61,162.76,54.85,28.28,NA,NA,NA,NA,NA,191.03,26.58,NA,-0.14,-2.26,20.63,16.08,NA,NA,16.08,NA,NA,NA,16.08,NA,16.08,16.08,NA,NA,NA,0.00,25.99,0.62,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62
AZZ,2015-11-30,3 months ending,242.45,NA,242.45,180.00,62.45,26.04,NA,NA,NA,NA,NA,206.04,36.41,NA,0.02,0.03,32.71,23.55,NA,NA,23.55,NA,NA,NA,23.55,NA,23.55,23.55,NA,NA,NA,0.00,25.98,0.91,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91
AZZ,2015-08-31,3 months ending,214.25,NA,214.25,160.74,53.51,27.09,NA,NA,NA,NA,NA,187.83,26.42,NA,0.03,-0.55,21.87,17.24,NA,NA,17.24,NA,NA,NA,17.24,NA,17.24,17.24,NA,NA,NA,NA,25.92,0.67,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66
AZZ,2016-02-29,12 months ending,903.19,NA,903.19,673.08,230.11,107.82,NA,NA,NA,NA,NA,780.90,122.29,NA,0.33,-3.09,104.37,76.79,NA,NA,76.79,NA,NA,NA,76.79,NA,76.79,76.79,NA,NA,NA,0.00,25.94,2.96,NA,0.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95
AZZ,2015-02-28,12 months ending,816.69,NA,816.69,610.99,205.70,98.87,NA,NA,NA,NA,NA,709.86,106.83,NA,2.52,-2.66,90.13,64.94,NA,NA,64.94,NA,NA,NA,64.94,NA,64.94,64.94,NA,NA,NA,NA,25.78,2.52,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45
AZZ,2014-02-28,12 months ending,751.72,NA,751.72,546.02,205.71,105.59,NA,NA,NA,NA,NA,651.61,100.11,NA,8.04,4.17,93.91,59.60,NA,NA,59.60,NA,NA,NA,59.60,NA,59.60,59.60,NA,NA,NA,0.01,25.69,2.32,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12
AZZ,2013-02-28,12 months ending,570.59,NA,570.59,406.42,164.17,66.19,NA,NA,NA,NA,NA,472.61,97.98,NA,8.30,1.16,94.37,60.46,NA,NA,60.46,NA,NA,NA,60.46,NA,60.46,60.46,NA,NA,NA,NA,25.56,2.37,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16
BA,2016-09-30,3 months ending,23898.00,NA,23898.00,19904.00,3994.00,923.00,857.00,NA,NA,1.00,NA,21616.00,2282.00,NA,NA,2.00,2203.00,2279.00,NA,NA,2279.00,NA,NA,NA,2279.00,NA,2279.00,2279.00,NA,NA,NA,NA,632.70,3.60,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.60
BA,2016-06-30,3 months ending,24755.00,NA,24755.00,22325.00,2430.00,806.00,2127.00,NA,NA,13.00,NA,25174.00,-419.00,NA,NA,13.00,-479.00,-234.00,NA,NA,-234.00,NA,NA,NA,-234.00,NA,-234.00,-234.00,NA,NA,NA,NA,636.30,-0.37,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35
BA,2016-03-31,3 months ending,22632.00,NA,22632.00,19097.00,3535.00,888.00,917.00,NA,NA,-4.00,NA,20844.00,1788.00,NA,NA,26.00,1741.00,1219.00,NA,NA,1219.00,NA,NA,NA,1219.00,NA,1219.00,1219.00,NA,NA,NA,0.00,665.80,1.83,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83
