"market","symbol","name","ipoyear","sector","industry","quote"
"NYSE","A","Agilent Technologies, Inc.","1999","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/a"
"NYSE","AA","Alcoa Inc.","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/aa"
"NYSE","AA$","Alcoa Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aa$"
"NASDAQ","AAAP","Advanced Accelerator Applications S.A.","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aaap"
"NYSE","AAC","AAC Holdings, Inc.","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aac"
"NASDAQ","AAL","American Airlines Group, Inc.","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/aal"
"NASDAQ","AAME","Atlantic American Corporation","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aame"
"NYSE","AAN","Aaron&#39;s,  Inc.","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aan"
"NASDAQ","AAOI","Applied Optoelectronics, Inc.","2013","Technology","Semiconductors","http://www.nasdaq.com/symbol/aaoi"
"NASDAQ","AAON","AAON, Inc.","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aaon"
"NYSE","AAP","Advance Auto Parts Inc","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/aap"
"NASDAQ","AAPC","Atlantic Alliance Partnership Corp.","2015","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/aapc"
"NASDAQ","AAPL","Apple Inc.","1980","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/aapl"
"NYSE","AAT","American Assets Trust, Inc.","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aat"
"NYSE","AAV","Advantage Oil & Gas Ltd","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/aav"
"NASDAQ","AAWW","Atlas Air Worldwide Holdings","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/aaww"
"NASDAQ","AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aaxj"
"NYSE","AA^B","Alcoa Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aa^b"
"NYSE","AB","AllianceBernstein Holding L.P.","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ab"
"NASDAQ","ABAC","Aoxin Tianli Group, Inc.","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/abac"
"NASDAQ","ABAX","ABAXIS, Inc.","1992","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/abax"
"NYSE","ABB","ABB Ltd","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/abb"
"NYSE","ABBV","AbbVie Inc.","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abbv"
"NYSE","ABC","AmerisourceBergen Corporation (Holding Co)","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/abc"
"NASDAQ","ABCB","Ameris Bancorp","1994","Finance","Major Banks","http://www.nasdaq.com/symbol/abcb"
"NASDAQ","ABCD","Cambium Learning Group, Inc.","n/a","Consumer Services","Publishing","http://www.nasdaq.com/symbol/abcd"
"NASDAQ","ABCO","The Advisory Board Company","2001","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/abco"
"NASDAQ","ABDC","Alcentra Capital Corp.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abdc"
"NASDAQ","ABEO","Abeona Therapeutics Inc.","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abeo"
"NASDAQ","ABEOW","Abeona Therapeutics Inc.","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abeow"
"NYSE","ABEV","Ambev S.A.","2013","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/abev"
"NYSE","ABG","Asbury Automotive Group Inc","2002","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/abg"
"NASDAQ","ABIL","Ability Inc.","2014","Finance","Business Services","http://www.nasdaq.com/symbol/abil"
"NASDAQ","ABIO","ARCA biopharma, Inc.","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/abio"
"NYSE","ABM","ABM Industries Incorporated","n/a","Finance","Diversified Commercial Services","http://www.nasdaq.com/symbol/abm"
"NASDAQ","ABMD","ABIOMED, Inc.","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/abmd"
"NYSE","ABR","Arbor Realty Trust","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/abr"
"NYSE","ABRN","Arbor Realty Trust","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/abrn"
"NYSE","ABR^A","Arbor Realty Trust","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^a"
"NYSE","ABR^B","Arbor Realty Trust","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^b"
"NYSE","ABR^C","Arbor Realty Trust","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^c"
"NYSE","ABT","Abbott Laboratories","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abt"
"NASDAQ","ABTL","Autobytel Inc.","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/abtl"
"NASDAQ","ABTX","Allegiance Bancshares, Inc.","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/abtx"
"NASDAQ","ABUS","Arbutus Biopharma Corporation","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abus"
"NYSE","ABX","Barrick Gold Corporation","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/abx"
"NASDAQ","ABY","Atlantica Yield plc","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aby"
"NYSE","AC","Associated Capital Group, Inc.","2015","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ac"
"NASDAQ","ACAD","ACADIA Pharmaceuticals Inc.","1985","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acad"
"NASDAQ","ACAS","American Capital, Ltd.","1997","n/a","n/a","http://www.nasdaq.com/symbol/acas"
"NASDAQ","ACAT","Arctic Cat Inc.","1990","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/acat"
"NASDAQ","ACBI","Atlantic Capital Bancshares, Inc.","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acbi"
"NYSE","ACC","American Campus Communities Inc","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acc"
"NYSE","ACCO","Acco Brands Corporation","n/a","Consumer Durables","Publishing","http://www.nasdaq.com/symbol/acco"
"NASDAQ","ACET","Aceto Corporation","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/acet"
"NASDAQ","ACFC","Atlantic Coast Financial Corporation","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/acfc"
"NASDAQ","ACGL","Arch Capital Group Ltd.","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acgl"
"NASDAQ","ACGLP","Arch Capital Group Ltd.","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acglp"
"NYSE","ACH","Aluminum Corporation of China Limited","2001","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/ach"
"NASDAQ","ACHC","Acadia Healthcare Company, Inc.","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/achc"
"NASDAQ","ACHN","Achillion Pharmaceuticals, Inc.","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/achn"
"NASDAQ","ACIA","Acacia Communications, Inc.","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/acia"
"NASDAQ","ACIU","AC Immune SA","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aciu"
"NASDAQ","ACIW","ACI Worldwide, Inc.","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/aciw"
"NASDAQ","ACLS","Axcelis Technologies, Inc.","2000","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acls"
"NYSE","ACM","AECOM","2007","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/acm"
"NYSE","ACN","Accenture plc","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/acn"
"NASDAQ","ACNB","ACNB Corporation","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acnb"
"NASDAQ","ACOR","Acorda Therapeutics, Inc.","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/acor"
"NYSE","ACP","Avenue Income Credit Strategies Fund","2011","n/a","n/a","http://www.nasdaq.com/symbol/acp"
"NASDAQ","ACPW","Active Power, Inc.","2000","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/acpw"
"NYSE","ACRE","Ares Commercial Real Estate Corporation","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acre"
"NASDAQ","ACRS","Aclaris Therapeutics, Inc.","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrs"
"NASDAQ","ACRX","AcelRx Pharmaceuticals, Inc.","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrx"
"NASDAQ","ACSF","American Capital Senior Floating, Ltd.","2014","n/a","n/a","http://www.nasdaq.com/symbol/acsf"
"NASDAQ","ACST","Acasti Pharma, Inc.","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acst"
"NASDAQ","ACTA","Actua Corporation","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acta"
"NASDAQ","ACTG","Acacia Research Corporation","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/actg"
"NASDAQ","ACTS","Actions Semiconductor Co., Ltd.","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/acts"
"NASDAQ","ACTX","Global X Guru Activist ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/actx"
"NASDAQ","ACUR","Acura Pharmaceuticals, Inc.","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acur"
"NYSE","ACV","AllianzGI Diversified Income & Convertible Fund","2015","n/a","n/a","http://www.nasdaq.com/symbol/acv"
"NYSE","ACW","Accuride Corporation New","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/acw"
"NASDAQ","ACWI","iShares MSCI ACWI Index Fund","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwi"
"NASDAQ","ACWX","iShares MSCI ACWI ex US Index Fund","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwx"
"NASDAQ","ACXM","Acxiom Corporation","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acxm"
"NASDAQ","ADAP","Adaptimmune Therapeutics plc","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adap"
"NASDAQ","ADBE","Adobe Systems Incorporated","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adbe"
"NYSE","ADC","Agree Realty Corporation","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/adc"
"NASDAQ","ADES","Advanced Emissions Solutions, Inc.","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ades"
"NASDAQ","ADHD","Alcobra Ltd.","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adhd"
"NASDAQ","ADI","Analog Devices, Inc.","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/adi"
"NYSE","ADM","Archer-Daniels-Midland Company","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/adm"
"NASDAQ","ADMA","ADMA Biologics Inc","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adma"
"NASDAQ","ADMP","Adamis Pharmaceuticals Corporation","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/admp"
"NASDAQ","ADMS","Adamas Pharmaceuticals, Inc.","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adms"
"NYSE","ADNT$","Adient plc","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adnt$"
"NASDAQ","ADP","Automatic Data Processing, Inc.","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adp"
"NYSE","ADPT","Adeptus Health Inc.","2014","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/adpt"
"NASDAQ","ADRA","BLDRS Asia 50 ADR Index Fund","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adra"
"NASDAQ","ADRD","BLDRS Developed Markets 100 ADR Index Fund","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adrd"
"NASDAQ","ADRE","BLDRS Emerging Markets 50 ADR Index Fund","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adre"
"NASDAQ","ADRO","Aduro Biotech, Inc.","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adro"
"NASDAQ","ADRU","BLDRS Europe 100 ADR Index Fund","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adru"
"NYSE","ADS","Alliance Data Systems Corporation","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ads"
"NASDAQ","ADSK","Autodesk, Inc.","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adsk"
"NYSE","ADSW","Advanced Disposal Services, Inc.","2016","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/adsw"
"NASDAQ","ADTN","ADTRAN, Inc.","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/adtn"
"NASDAQ","ADUS","Addus HomeCare Corporation","2009","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/adus"
"NASDAQ","ADVM","Adverum Biotechnologies, Inc.","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/advm"
"NYSE","ADX","Adams Diversified Equity Fund, Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adx"
"NASDAQ","ADXS","Advaxis, Inc.","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxs"
"NASDAQ","ADXSW","Advaxis, Inc.","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxsw"
"NYSE","AEB","Aegon NV","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeb"
"NYSE","AED","Aegon NV","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aed"
"NYSE","AEE","Ameren Corporation","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/aee"
"NYSE","AEG","Aegon NV","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeg"
"NASDAQ","AEGN","Aegion Corp","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/aegn"
"NASDAQ","AEGR","Aegerion Pharmaceuticals, Inc.","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aegr"
"NYSE","AEH","Aegon NV","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeh"
"NASDAQ","AEHR","Aehr Test Systems","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aehr"
"NASDAQ","AEIS","Advanced Energy Industries, Inc.","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeis"
"NYSE","AEK","Aegon NV","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aek"
"NYSE","AEL","American Equity Investment Life Holding Company","2003","Finance","Life Insurance","http://www.nasdaq.com/symbol/ael"
"NYSE","AEM","Agnico Eagle Mines Limited","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aem"
"NASDAQ","AEMD","Aethlon Medical, Inc.","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/aemd"
"NYSE","AEO","American Eagle Outfitters, Inc.","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/aeo"
"NYSE","AEP","American Electric Power Company, Inc.","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aep"
"NASDAQ","AEPI","AEP Industries Inc.","1986","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/aepi"
"NYSE","AER","Aercap Holdings N.V.","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aer"
"NASDAQ","AERI","Aerie Pharmaceuticals, Inc.","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aeri"
"NYSE","AES","The AES Corporation","n/a","Basic Industries","Electric Utilities: Central","http://www.nasdaq.com/symbol/aes"
"NYSE","AES^C","The AES Corporation","n/a","Basic Industries","Electric Utilities: Central","http://www.nasdaq.com/symbol/aes^c"
"NYSE","AET","Aetna Inc.","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aet"
"NASDAQ","AETI","American Electric Technologies, Inc.","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeti"
"NYSE","AEUA","Anadarko Petroleum Corporation","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/aeua"
"NASDAQ","AEY","ADDvantage Technologies Group, Inc.","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/aey"
"NASDAQ","AEZS","AEterna Zentaris Inc.","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aezs"
"NYSE","AF","Astoria Financial Corporation","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/af"
"NYSE","AFA","American Financial Group, Inc.","2012","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afa"
"NASDAQ","AFAM","Almost Family Inc","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/afam"
"NYSE","AFB","Alliance National Municipal Income Fund Inc","2002","n/a","n/a","http://www.nasdaq.com/symbol/afb"
"NYSE","AFC","Ares Capital Corporation","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afc"
"NYSE","AFG","American Financial Group, Inc.","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afg"
"NYSE","AFGE","American Financial Group, Inc.","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afge"
"NYSE","AFGH","American Financial Group, Inc.","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afgh"
"NASDAQ","AFH","Atlas Financial Holdings, Inc.","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afh"
"NYSE","AFI","Armstrong Flooring, Inc.","2016","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/afi"
"NYSE","AFL","Aflac Incorporated","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afl"
"NASDAQ","AFMD","Affimed N.V.","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/afmd"
"NYSE","AFSD","Aflac Incorporated","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afsd"
"NASDAQ","AFSI","AmTrust Financial Services, Inc.","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afsi"
"NYSE","AFSI^A","AmTrust Financial Services, Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^a"
"NYSE","AFSI^B","AmTrust Financial Services, Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^b"
"NYSE","AFSI^C","AmTrust Financial Services, Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^c"
"NYSE","AFSI^D","AmTrust Financial Services, Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^d"
"NYSE","AFSI^E","AmTrust Financial Services, Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^e"
"NYSE","AFSI^F","AmTrust Financial Services, Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^f"
"NYSE","AFSS","AmTrust Financial Services, Inc.","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afss"
"NYSE","AFST","AmTrust Financial Services, Inc.","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afst"
"NYSE","AFT","Apollo Senior Floating Rate Fund Inc.","2011","n/a","n/a","http://www.nasdaq.com/symbol/aft"
"NYSE","AFW","American Financial Group, Inc.","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afw"
"NYSE","AF^C","Astoria Financial Corporation","n/a","n/a","n/a","http://www.nasdaq.com/symbol/af^c"
"NYSE","AG","First Majestic Silver Corp.","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ag"
"NYSE","AGC","Advent Claymore Convertible Securities and Income Fund II","2007","n/a","n/a","http://www.nasdaq.com/symbol/agc"
"NYSE","AGCO","AGCO Corporation","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/agco"
"NYSE","AGD","Alpine Global Dynamic Dividend Fund","2006","n/a","n/a","http://www.nasdaq.com/symbol/agd"
"NASDAQ","AGEN","Agenus Inc.","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agen"
"NASDAQ","AGFS","AgroFresh Solutions, Inc.","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfs"
"NASDAQ","AGFSW","AgroFresh Solutions, Inc.","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfsw"
"NYSE","AGI","Alamos Gold Inc.","2015","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/agi"
"NASDAQ","AGII","Argo Group International Holdings, Ltd.","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agii"
"NASDAQ","AGIIL","Argo Group International Holdings, Ltd.","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agiil"
"NASDAQ","AGIO","Agios Pharmaceuticals, Inc.","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agio"
"NASDAQ","AGLE","Aeglea BioTherapeutics, Inc.","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agle"
"NYSE","AGM","Federal Agricultural Mortgage Corporation","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/agm"
"NYSE","AGM.A","Federal Agricultural Mortgage Corporation","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm.a"
"NYSE","AGM^A","Federal Agricultural Mortgage Corporation","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^a"
"NYSE","AGM^B","Federal Agricultural Mortgage Corporation","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^b"
"NYSE","AGM^C","Federal Agricultural Mortgage Corporation","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^c"
"NYSE","AGN","Allergan plc.","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agn"
"NASDAQ","AGNC","AGNC Investment Corp.","2008","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agnc"
"NASDAQ","AGNCB","AGNC Investment Corp.","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncb"
"NASDAQ","AGNCP","AGNC Investment Corp.","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncp"
"NASDAQ","AGND","WisdomTree Barclays U.S. Aggregate Bond Negative Duration Fund","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agnd"
"NYSE","AGN^A","Allergan plc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agn^a"
"NYSE","AGO","Assured Guaranty Ltd.","2004","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ago"
"NYSE","AGO^B","Assured Guaranty Ltd.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^b"
"NYSE","AGO^E","Assured Guaranty Ltd.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^e"
"NYSE","AGO^F","Assured Guaranty Ltd.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^f"
"NYSE","AGR","Avangrid, Inc.","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/agr"
"NYSE","AGRO","Adecoagro S.A.","2011","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/agro"
"NASDAQ","AGRX","Agile Therapeutics, Inc.","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agrx"
"NASDAQ","AGTC","Applied Genetic Technologies Corporation","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agtc"
"NYSE","AGU","Agrium Inc.","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/agu"
"NYSE","AGX","Argan, Inc.","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/agx"
"NASDAQ","AGYS","Agilysys, Inc.","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/agys"
"NASDAQ","AGZD","WisdomTree Barclays U.S. Aggregate Bond Zero Duration Fund","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agzd"
"NYSE","AHC","A.H. Belo Corporation","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/ahc"
"NASDAQ","AHGP","Alliance Holdings GP, L.P.","2006","Energy","Coal Mining","http://www.nasdaq.com/symbol/ahgp"
"NYSE","AHH","Armada Hoffler Properties, Inc.","2013","Finance","Real Estate","http://www.nasdaq.com/symbol/ahh"
"NYSE","AHL","Aspen Insurance Holdings Limited","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ahl"
"NYSE","AHL^A","Aspen Insurance Holdings Limited","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^a"
"NYSE","AHL^B","Aspen Insurance Holdings Limited","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^b"
"NYSE","AHL^C","Aspen Insurance Holdings Limited","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^c"
"NYSE","AHL^D","Aspen Insurance Holdings Limited","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^d"
"NYSE","AHP","Ashford Hospitality Prime, Inc.","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ahp"
"NASDAQ","AHPAU","Avista Healthcare Public Acquisition Corp.","2016","Finance","Business Services","http://www.nasdaq.com/symbol/ahpau"
"NASDAQ","AHPI","Allied Healthcare Products, Inc.","1992","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ahpi"
"NYSE","AHP^B","Ashford Hospitality Prime, Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahp^b"
"NYSE","AHS","AMN Healthcare Services Inc","2001","Technology","Professional Services","http://www.nasdaq.com/symbol/ahs"
"NYSE","AHT","Ashford Hospitality Trust Inc","2003","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aht"
"NYSE","AHT^A","Ashford Hospitality Trust Inc","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^a"
"NYSE","AHT^D","Ashford Hospitality Trust Inc","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^d"
"NYSE","AHT^F","Ashford Hospitality Trust Inc","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^f"
"NYSE","AI","Arlington Asset Investment Corp","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/ai"
