"market","symbol","name","ipoyear","sector","industry","quote"
"NASDAQ","VCEL","Vericel Corporation","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vcel"
"NASDAQ","VCIT","Vanguard Intermediate-Term Corporate Bond ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vcit"
"NASDAQ","VCLT","Vanguard Long-Term Corporate Bond ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vclt"
"NYSE","VCO","Vina Concha Y Toro","1994","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/vco"
"NYSE","VCRA","Vocera Communications, Inc.","2012","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/vcra"
"NASDAQ","VCSH","Vanguard Short-Term Corporate Bond ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vcsh"
"NYSE","VCV","Invesco California Value Municipal Income Trust","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vcv"
"NASDAQ","VCYT","Veracyte, Inc.","2013","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/vcyt"
"NASDAQ","VDSI","VASCO Data Security International, Inc.","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/vdsi"
"NASDAQ","VDTH","Videocon d2h Limited","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/vdth"
"NYSE","VEC","Vectrus, Inc.","2014","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/vec"
"NASDAQ","VECO","Veeco Instruments Inc.","1994","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/veco"
"NYSE","VEDL","Vedanta  Limited","2013","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/vedl"
"NYSE","VEEV","Veeva Systems Inc.","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/veev"
"NYSE","VER","VEREIT Inc.","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ver"
"NYSE","VER^F","VEREIT Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ver^f"
"NYSE","VET","Vermilion Energy Inc.","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vet"
"NYSE","VFC","V.F. Corporation","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/vfc"
"NYSE","VG","Vonage Holdings Corp.","2006","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vg"
"NYSE","VGI","Virtus Global Multi-Sector Income Fund","2012","n/a","n/a","http://www.nasdaq.com/symbol/vgi"
"NASDAQ","VGIT","Vanguard Intermediate -Term Government Bond ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vgit"
"NASDAQ","VGLT","Vanguard Long-Term Government Bond ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vglt"
"NYSE","VGM","Invesco Trust for Investment Grade Municipals","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vgm"
"NYSE","VGR","Vector Group Ltd.","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/vgr"
"NASDAQ","VGSH","Vanguard Short-Term Government ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vgsh"
"NYSE","VHI","Valhi, Inc.","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/vhi"
"NASDAQ","VIA","Viacom Inc.","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/via"
"NASDAQ","VIAB","Viacom Inc.","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/viab"
"NASDAQ","VIAV","Viavi Solutions Inc.","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/viav"
"NASDAQ","VICL","Vical Incorporated","1993","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vicl"
"NASDAQ","VICR","Vicor Corporation","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/vicr"
"NASDAQ","VIDI","Vident International Equity Fund","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vidi"
"NASDAQ","VIGI","Vanguard International Dividend Appreciation ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vigi"
"NASDAQ","VIIX","VelocityShares VIX Short Term ETN","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/viix"
"NASDAQ","VIIZ","VelocityShares VIX Medium Term ETN","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/viiz"
"NASDAQ","VIP","VimpelCom Ltd.","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vip"
"NYSE","VIPS","Vipshop Holdings Limited","2012","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/vips"
"NASDAQ","VIRC","Virco Manufacturing Corporation","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/virc"
"NASDAQ","VIRT","Virtu Financial, Inc.","2015","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/virt"
"NASDAQ","VISN","VisionChina Media, Inc.","2007","Technology","Advertising","http://www.nasdaq.com/symbol/visn"
"NYSE","VIV","Telefonica Brasil S.A.","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/viv"
"NASDAQ","VIVE","Viveve Medical, Inc.","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/vive"
"NASDAQ","VIVO","Meridian Bioscience Inc.","1986","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vivo"
"NYSE","VJET","voxeljet AG","2013","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/vjet"
"NYSE","VKQ","Invesco Municipal Trust","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vkq"
"NASDAQ","VKTX","Viking Therapeutics, Inc.","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vktx"
"NASDAQ","VKTXW","Viking Therapeutics, Inc.","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vktxw"
"NASDAQ","VLGEA","Village Super Market, Inc.","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/vlgea"
"NYSE","VLO","Valero Energy Corporation","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/vlo"
"NYSE","VLP","Valero Energy Partners LP","2013","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/vlp"
"NYSE","VLRS","Controladora Vuela Compania de Aviacion, S.A.B. de C.V.","2013","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/vlrs"
"NYSE","VLT","Invesco High Income Trust II","1989","n/a","n/a","http://www.nasdaq.com/symbol/vlt"
"NASDAQ","VLTC","Voltari Corporation","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/vltc"
"NYSE","VLY","Valley National Bancorp","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/vly"
"NYSE","VLY.WS","Valley National Bancorp","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vly.ws"
"NYSE","VLY^A","Valley National Bancorp","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/vly^a"
"NASDAQ","VMBS","Vanguard Mortgage-Backed Securities ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vmbs"
"NYSE","VMC","Vulcan Materials Company","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/vmc"
"NYSE","VMEM","Violin Memory, Inc.","2013","Technology","Electronic Components","http://www.nasdaq.com/symbol/vmem"
"NASDAQ","VMET","Viamet Pharmaceuticals Corp.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vmet"
"NYSE","VMI","Valmont Industries, Inc.","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/vmi"
"NYSE","VMO","Invesco Municipal Opportunity Trust","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vmo"
"NYSE","VMW","Vmware, Inc.","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/vmw"
"NYSE","VNCE","Vince Holding Corp.","2013","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/vnce"
"NASDAQ","VNDA","Vanda Pharmaceuticals Inc.","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vnda"
"NASDAQ","VNET","21Vianet Group, Inc.","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/vnet"
"NYSE","VNO","Vornado Realty Trust","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vno"
"NASDAQ","VNOM","Viper Energy Partners LP","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vnom"
"NYSE","VNO^G","Vornado Realty Trust","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vno^g"
"NYSE","VNO^I","Vornado Realty Trust","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vno^i"
"NYSE","VNO^K","Vornado Realty Trust","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vno^k"
"NYSE","VNO^L","Vornado Realty Trust","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vno^l"
"NASDAQ","VNQI","Vanguard Global ex-U.S. Real Estate ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vnqi"
"NASDAQ","VNR","Vanguard Natural Resources LLC","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vnr"
"NASDAQ","VNRAP","Vanguard Natural Resources LLC","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vnrap"
"NASDAQ","VNRBP","Vanguard Natural Resources LLC","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vnrbp"
"NASDAQ","VNRCP","Vanguard Natural Resources LLC","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vnrcp"
"NYSE","VNTV","Vantiv, Inc.","2012","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/vntv"
"NYSE","VOC","VOC Energy Trust","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/voc"
"NASDAQ","VOD","Vodafone Group Plc","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vod"
"NASDAQ","VONE","Vanguard Russell 1000 ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vone"
"NASDAQ","VONG","Vanguard Russell 1000 Growth ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vong"
"NASDAQ","VONV","Vanguard Russell 1000 Value ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vonv"
"NASDAQ","VOXX","VOXX International Corporation","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/voxx"
"NYSE","VOYA","Voya Financial, Inc.","2013","Finance","Life Insurance","http://www.nasdaq.com/symbol/voya"
"NYSE","VPG","Vishay Precision Group, Inc.","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/vpg"
"NYSE","VPV","Invesco Pennsylvania Value Municipal Income Trust","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vpv"
"NYSE","VR","Validus Holdings, Ltd.","2007","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/vr"
"NASDAQ","VRA","Vera Bradley, Inc.","2010","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/vra"
"NASDAQ","VRAY","ViewRay, Inc.","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/vray"
"NASDAQ","VRIG","PowerShares Variable Rate Investment Grade Portfolio","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vrig"
"NASDAQ","VRML","Vermillion, Inc.","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vrml"
"NASDAQ","VRNS","Varonis Systems, Inc.","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/vrns"
"NASDAQ","VRNT","Verint Systems Inc.","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/vrnt"
"NYSE","VRS","Verso Corporation","2016","Basic Industries","Paper","http://www.nasdaq.com/symbol/vrs"
"NASDAQ","VRSK","Verisk Analytics, Inc.","2009","Technology","EDP Services","http://www.nasdaq.com/symbol/vrsk"
"NASDAQ","VRSN","VeriSign, Inc.","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/vrsn"
"NASDAQ","VRTB","Vestin Realty Mortgage II, Inc.","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vrtb"
"NASDAQ","VRTS","Virtus Investment Partners, Inc.","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/vrts"
"NASDAQ","VRTU","Virtusa Corporation","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/vrtu"
"NYSE","VRTV","Veritiv Corporation","2014","Consumer Services","Paper","http://www.nasdaq.com/symbol/vrtv"
"NASDAQ","VRTX","Vertex Pharmaceuticals Incorporated","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vrtx"
"NYSE","VRX","Valeant Pharmaceuticals International, Inc.","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vrx"
"NYSE","VR^A","Validus Holdings, Ltd.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vr^a"
"NASDAQ","VSAR","Versartis, Inc.","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vsar"
"NASDAQ","VSAT","ViaSat, Inc.","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/vsat"
"NASDAQ","VSEC","VSE Corporation","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/vsec"
"NYSE","VSH","Vishay Intertechnology, Inc.","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/vsh"
"NYSE","VSI","Vitamin Shoppe, Inc","2009","Consumer Non-Durables","Food Chains","http://www.nasdaq.com/symbol/vsi"
"NYSE","VSLR","Vivint Solar, Inc.","2014","Capital Goods","Building Products","http://www.nasdaq.com/symbol/vslr"
"NYSE","VSM","Versum Materials, Inc.","2016","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/vsm"
"NASDAQ","VSTM","Verastem, Inc.","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vstm"
"NYSE","VSTO","Vista Outdoor Inc.","2015","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/vsto"
"NYSE","VTA","Invesco Credit Opportunities Fund","2007","n/a","n/a","http://www.nasdaq.com/symbol/vta"
"NASDAQ","VTAE","Vitae Pharmaceuticals, Inc.","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtae"
"NASDAQ","VTGN","VistaGen Therapeutics, Inc.","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtgn"
"NASDAQ","VTHR","Vanguard Russell 3000 ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vthr"
"NASDAQ","VTIP","Vanguard Short-Term Inflation-Protected Securities Index Fund","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtip"
"NASDAQ","VTL","Vital Therapies, Inc.","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtl"
"NYSE","VTN","Invesco Trust  for Investment Grade New York Municipal","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtn"
"NASDAQ","VTNR","Vertex Energy, Inc","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/vtnr"
"NYSE","VTR","Ventas, Inc.","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vtr"
"NYSE","VTRB","Ventas Realty, Limited Partnership // Ventas Capital Corporati","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vtrb"
"NYSE","VTTI","VTTI Energy Partners LP","2014","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/vtti"
"NASDAQ","VTVT","vTv Therapeutics Inc.","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtvt"
"NASDAQ","VTWG","Vanguard Russell 2000 Growth ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtwg"
"NASDAQ","VTWO","Vanguard Russell 2000 ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtwo"
"NASDAQ","VTWV","Vanguard Russell 2000 Value ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtwv"
"NASDAQ","VUSE","Vident Core US Equity ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vuse"
"NASDAQ","VUZI","Vuzix Corporation","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/vuzi"
"NYSE","VVC","Vectren Corporation","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/vvc"
"NYSE","VVI","Viad Corp","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/vvi"
"NYSE","VVR","Invesco Senior Income Trust","1998","n/a","n/a","http://www.nasdaq.com/symbol/vvr"
"NASDAQ","VVUS","VIVUS, Inc.","1994","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vvus"
"NYSE","VVV","Valvoline Inc.","2016","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/vvv"
"NASDAQ","VWOB","Vanguard Emerging Markets Government Bond ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vwob"
"NASDAQ","VWR","VWR Corporation","2014","Consumer Durables","Diversified Electronic Products","http://www.nasdaq.com/symbol/vwr"
"NASDAQ","VXUS","Vanguard Total International Stock ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vxus"
"NASDAQ","VYGR","Voyager Therapeutics, Inc.","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vygr"
"NASDAQ","VYMI","Vanguard International High Dividend Yield ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vymi"
"NYSE","VZ","Verizon Communications Inc.","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vz"
"NYSE","VZA","Verizon Communications Inc.","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vza"
"NYSE","W","Wayfair Inc.","2014","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/w"
"NYSE","WAAS","AquaVenture Holdings Limited","2016","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/waas"
"NYSE","WAB","Westinghouse Air Brake Technologies Corporation","n/a","Capital Goods","Railroads","http://www.nasdaq.com/symbol/wab"
"NASDAQ","WABC","Westamerica Bancorporation","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wabc"
"NYSE","WAC","Walter Investment Management Corp.","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/wac"
"NASDAQ","WAFD","Washington Federal, Inc.","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wafd"
"NASDAQ","WAFDW","Washington Federal, Inc.","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wafdw"
"NYSE","WAGE","WageWorks, Inc.","2012","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wage"
"NYSE","WAIR","Wesco Aircraft Holdings, Inc.","2011","Capital Goods","Wholesale Distributors","http://www.nasdaq.com/symbol/wair"
"NYSE","WAL","Western Alliance Bancorporation","2005","Finance","Major Banks","http://www.nasdaq.com/symbol/wal"
"NYSE","WALA","Western Alliance Bancorporation","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/wala"
"NASDAQ","WASH","Washington Trust Bancorp, Inc.","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wash"
"NYSE","WAT","Waters Corporation","1995","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/wat"
"NASDAQ","WATT","Energous Corporation","2014","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/watt"
"NASDAQ","WAYN","Wayne Savings Bancshares Inc.","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wayn"
"NASDAQ","WB","Weibo Corporation","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/wb"
"NASDAQ","WBA","Walgreens Boots Alliance, Inc.","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/wba"
"NYSE","WBAI","500.com Limited","2013","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/wbai"
"NASDAQ","WBB","Westbury Bancorp, Inc.","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/wbb"
"NYSE","WBC","Wabco Holdings Inc.","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/wbc"
"NYSE","WBK","Westpac Banking Corporation","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/wbk"
"NASDAQ","WBKC","Wolverine Bancorp, Inc.","2011","Finance","Banks","http://www.nasdaq.com/symbol/wbkc"
"NASDAQ","WBMD","WebMD Health Corp","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wbmd"
"NYSE","WBS","Webster Financial Corporation","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wbs"
"NYSE","WBS^E","Webster Financial Corporation","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wbs^e"
"NYSE","WCC","WESCO International, Inc.","1999","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/wcc"
"NASDAQ","WCFB","WCF Bancorp, Inc.","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wcfb"
"NYSE","WCG","WellCare Health Plans, Inc.","2004","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/wcg"
"NYSE","WCIC","WCI Communities, Inc.","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/wcic"
"NYSE","WCN","Waste Connections, Inc.","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/wcn"
"NYSE","WD","Walker & Dunlop, Inc.","2010","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/wd"
"NYSE","WDAY","Workday, Inc.","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/wday"
"NASDAQ","WDC","Western Digital Corporation","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/wdc"
"NASDAQ","WDFC","WD-40 Company","1973","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/wdfc"
"NYSE","WDR","Waddell & Reed Financial, Inc.","1998","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/wdr"
"NYSE","WEA","Western Asset Bond Fund","2002","n/a","n/a","http://www.nasdaq.com/symbol/wea"
"NASDAQ","WEB","Web.com Group, Inc.","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/web"
"NASDAQ","WEBK","Wellesley Bancorp, Inc.","2012","Finance","Banks","http://www.nasdaq.com/symbol/webk"
"NYSE","WEC","WEC Energy Group, Inc.","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/wec"
"NASDAQ","WEN","Wendy&#39;s Company (The)","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/wen"
"NASDAQ","WERN","Werner Enterprises, Inc.","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/wern"
"NYSE","WES","Western Gas Partners, LP","2008","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wes"
"NASDAQ","WETF","WisdomTree Investments, Inc.","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/wetf"
"NYSE","WEX","WEX Inc.","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wex"
"NASDAQ","WEYS","Weyco Group, Inc.","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/weys"
"NYSE","WF","Woori Bank","2014","Finance","Commercial Banks","http://www.nasdaq.com/symbol/wf"
"NASDAQ","WFBI","WashingtonFirst Bankshares Inc","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wfbi"
"NYSE","WFC","Wells Fargo & Company","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wfc"
"NYSE","WFC.WS","Wells Fargo & Company","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc.ws"
"NYSE","WFC^J","Wells Fargo & Company","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^j"
"NYSE","WFC^L","Wells Fargo & Company","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^l"
"NYSE","WFC^N","Wells Fargo & Company","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^n"
"NYSE","WFC^O","Wells Fargo & Company","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^o"
"NYSE","WFC^P","Wells Fargo & Company","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^p"
"NYSE","WFC^Q","Wells Fargo & Company","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^q"
"NYSE","WFC^R","Wells Fargo & Company","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^r"
"NYSE","WFC^T","Wells Fargo & Company","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^t"
"NYSE","WFC^V","Wells Fargo & Company","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^v"
"NYSE","WFC^W","Wells Fargo & Company","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^w"
"NYSE","WFC^X","Wells Fargo & Company","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^x"
"NASDAQ","WFD","Westfield Financial, Inc.","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wfd"
"NYSE","WFE^A","Wells Fargo & Company","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfe^a"
"NASDAQ","WFM","Whole Foods Market, Inc.","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/wfm"
"NYSE","WFT","Weatherford International plc","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/wft"
"NYSE","WG","Willbros Group, Inc.","1996","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/wg"
"NASDAQ","WGBS","WaferGen Bio-systems, Inc.","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/wgbs"
"NYSE","WGL","WGL Holdings Inc","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/wgl"
"NYSE","WGO","Winnebago Industries, Inc.","n/a","Consumer Non-Durables","Homebuilding","http://www.nasdaq.com/symbol/wgo"
"NYSE","WGP","Western Gas Equity Partners, LP","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wgp"
"NASDAQ","WHF","WhiteHorse Finance, Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/whf"
"NASDAQ","WHFBL","WhiteHorse Finance, Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/whfbl"
"NYSE","WHG","Westwood Holdings Group Inc","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/whg"
"NASDAQ","WHLM","Wilhelmina International, Inc.","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/whlm"
"NASDAQ","WHLR","Wheeler Real Estate Investment Trust, Inc.","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlr"
"NASDAQ","WHLRD","Wheeler Real Estate Investment Trust, Inc.","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlrd"
"NASDAQ","WHLRP","Wheeler Real Estate Investment Trust, Inc.","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlrp"
