symbol,date,period,CashEquivalents,ShortTermInvestments,CashandShortTermInvestments,AccountsReceivableTradeNet,ReceivablesOther,TotalReceivablesNet,TotalInventory,PrepaidExpenses,OtherCurrentAssetsTotal,TotalCurrentAssets,PropertyPlantEquipmentTotalGross,AccumulatedDepreciationTotal,GoodwillNet,IntangiblesNet,LongTermInvestments,OtherLongTermAssetsTotal,TotalAssets,AccountsPayable,AccruedExpenses,NotesPayableShortTermDebt,CurrentPortofLTDebtCapitalLeases,OtherCurrentliabilitiesTotal,TotalCurrentLiabilities,LongTermDebt,CapitalLeaseObligations,TotalLongTermDebt,TotalDebt,DeferredIncomeTax,MinorityInterest,OtherLiabilitiesTotal,TotalLiabilities,RedeemablePreferredStockTotal,PreferredStockNonRedeemableNet,CommonStockTotal,AdditionalPaidInCapital,RetainedEarningsAccumulatedDeficit,TreasuryStockCommon,OtherEquityTotal,TotalEquity,TotalLiabilitiesShareholdersEquity,SharesOutsCommonStockPrimaryIssue,TotalCommonSharesOutstanding
BMRA,2013-05-31,As of,2.47,NA,2.47,0.87,NA,0.87,1.57,0.20,0.14,5.25,1.69,-1.03,NA,0.17,0.17,0.16,6.39,0.28,0.21,0.00,NA,0.07,0.56,NA,NA,0.00,0.00,NA,NA,NA,0.56,NA,NA,0.58,18.03,-12.77,NA,-0.01,5.83,6.39,NA,7.27
BMI,2016-09-30,As of,NA,NA,10.67,57.97,NA,57.97,82.44,5.67,NA,156.75,198.88,-108.72,47.98,52.81,NA,9.43,357.13,19.30,12.80,0.00,49.73,5.83,87.66,NA,NA,0.00,49.73,0.88,NA,16.08,104.62,NA,NA,37.12,27.38,221.10,-20.57,-11.79,252.51,357.13,NA,29.05
BMI,2016-06-30,As of,NA,NA,7.36,61.33,NA,61.33,80.72,5.50,NA,154.90,198.13,-107.38,47.98,54.33,NA,9.83,357.79,22.18,11.14,0.00,53.59,6.97,93.88,NA,NA,0.00,53.59,0.88,NA,17.12,111.88,NA,NA,20.56,53.59,215.64,-30.84,-12.30,245.91,357.79,NA,29.05
BMI,2016-03-31,As of,NA,NA,9.94,59.19,NA,59.19,76.18,5.46,NA,150.76,196.26,-104.72,47.98,55.87,NA,10.30,356.43,19.31,10.04,0.00,61.16,8.33,98.84,NA,NA,0.00,61.16,0.91,NA,18.10,117.85,NA,NA,20.55,52.59,209.14,-30.87,-12.11,238.58,356.43,NA,29.05
BMI,2015-12-31,As of,NA,NA,8.16,85.19,NA,85.19,50.05,5.93,0.00,149.33,194.07,-103.15,47.98,57.35,NA,9.91,355.48,19.16,9.66,0.00,71.36,4.37,104.54,NA,NA,0.00,71.36,0.77,NA,17.89,123.20,NA,NA,20.55,52.18,204.04,-30.95,-12.78,232.28,355.48,NA,29.05
BMI,2015-09-30,As of,NA,NA,4.08,59.73,NA,59.73,75.74,5.56,4.28,149.39,187.98,-101.47,48.44,58.51,NA,9.97,352.82,18.95,9.58,0.00,67.38,4.71,100.62,NA,NA,0.00,67.38,6.57,NA,16.21,123.39,NA,NA,20.54,51.08,201.45,-30.95,-11.82,229.43,352.82,NA,29.03
BMI,2015-12-31,As of,NA,NA,8.16,85.19,NA,85.19,50.05,5.93,0.00,149.33,194.07,-103.15,47.98,57.35,NA,9.91,355.48,19.16,9.66,0.00,71.36,4.37,104.54,NA,NA,0.00,71.36,0.77,NA,17.89,123.20,NA,NA,20.55,52.18,204.04,-30.95,-12.78,232.28,355.48,NA,29.05
BMI,2014-12-31,As of,NA,NA,6.66,53.97,NA,53.97,71.77,4.54,4.17,141.10,177.40,-95.59,47.72,61.67,NA,8.85,341.16,16.06,11.90,0.00,75.93,3.19,107.08,NA,NA,0.00,75.93,6.40,NA,13.35,126.83,NA,NA,20.52,48.35,189.37,-31.13,-11.86,214.33,341.16,NA,28.92
BMI,2013-12-31,As of,NA,NA,7.26,50.13,NA,50.13,60.94,3.99,4.83,127.16,164.14,-87.72,44.70,57.32,NA,10.47,316.06,18.55,7.34,0.00,70.05,2.10,98.04,NA,NA,0.00,70.05,9.79,NA,11.66,119.50,NA,NA,20.50,45.63,170.32,-31.29,-7.52,196.56,316.06,NA,28.82
BMI,2012-12-31,As of,NA,NA,6.55,45.58,NA,45.58,61.00,4.34,3.90,121.37,152.76,-82.28,35.93,58.35,NA,4.31,290.45,15.55,9.82,0.00,66.73,1.98,94.08,NA,NA,0.00,66.73,8.69,NA,16.43,119.21,NA,NA,20.44,41.76,155.69,-31.46,-13.95,171.25,290.45,NA,28.63
BMRC,2016-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44,2.71,NA,NA,2054.82,13.55,NA,NA,NA,NA,NA,5.54,NA,5.54,5.54,NA,NA,2.48,1823.04,NA,0.00,86.93,NA,142.43,NA,2.43,231.78,2054.82,NA,6.12
BMRC,2016-06-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44,2.85,NA,NA,1950.45,10.17,NA,NA,NA,NA,NA,5.49,NA,5.49,5.49,NA,NA,2.72,1724.00,NA,0.00,86.57,NA,136.99,NA,2.89,226.45,1950.45,NA,6.12
BMRC,2016-03-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44,2.98,NA,NA,1943.60,13.28,NA,NA,NA,NA,NA,5.45,NA,5.45,5.45,NA,NA,2.53,1721.96,NA,0.00,86.13,NA,133.68,NA,1.83,221.65,1943.60,NA,6.12
BMRC,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44,3.11,NA,NA,2031.13,14.38,NA,NA,NA,NA,NA,5.39,NA,5.39,5.39,NA,NA,1.66,1816.66,NA,0.00,84.73,NA,129.55,NA,0.19,214.47,2031.13,NA,6.07
BMRC,2015-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44,3.27,NA,NA,1882.79,12.69,NA,NA,NA,NA,NA,5.34,NA,5.34,5.34,NA,NA,2.33,1670.84,NA,0.00,84.27,NA,126.08,NA,1.60,211.95,1882.79,NA,6.06
BMRC,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.50,-14.20,6.44,3.11,NA,NA,2031.13,NA,14.38,NA,NA,NA,NA,5.39,NA,5.39,5.39,NA,NA,1.66,1816.66,NA,0.00,84.73,NA,129.55,NA,0.19,214.47,2031.13,NA,6.07
BMRC,2014-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.91,-13.05,6.44,3.73,NA,NA,1787.13,NA,13.30,NA,NA,NA,NA,5.18,NA,5.18,5.18,NA,NA,2.00,1587.10,NA,NA,82.44,NA,116.50,NA,1.09,200.03,1787.13,NA,5.94
BMRC,2013-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44,4.50,NA,NA,1805.19,NA,14.72,NA,NA,NA,NA,4.97,NA,4.97,4.97,NA,NA,2.52,1624.31,NA,0.00,80.09,NA,101.46,NA,-0.67,180.89,1805.19,NA,5.88
BMRC,2012-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.52,-10.17,NA,NA,NA,NA,1434.75,NA,14.67,NA,NA,NA,NA,0.00,NA,0.00,0.00,NA,NA,NA,1282.96,NA,0.00,58.57,NA,91.16,NA,2.06,151.79,1434.75,NA,5.39
BMS,2016-09-30,As of,79.10,NA,79.10,474.70,NA,474.70,568.60,76.60,NA,1199.00,NA,NA,1037.20,161.60,NA,86.40,3753.10,422.60,118.80,15.90,1.50,66.10,624.90,1485.90,NA,1485.90,1503.30,198.60,NA,160.70,2470.10,NA,NA,12.90,576.80,2308.50,-1180.10,-435.10,1283.00,3753.10,NA,93.70
BMS,2016-06-30,As of,61.80,NA,61.80,521.50,NA,521.50,551.00,84.70,NA,1219.00,NA,NA,1039.50,166.20,NA,84.50,3767.30,379.10,112.30,20.40,1.30,74.40,587.50,1532.30,NA,1532.30,1554.00,188.40,NA,161.70,2469.90,NA,NA,12.90,572.20,2267.50,-1129.00,-426.20,1297.40,3767.30,NA,94.70
BMS,2016-03-31,As of,50.10,NA,50.10,489.60,NA,489.60,545.50,79.40,NA,1164.60,NA,NA,961.40,147.80,NA,76.70,3573.10,366.90,111.70,19.00,0.60,66.60,564.80,1437.20,NA,1437.20,1456.80,178.50,NA,160.20,2340.70,NA,NA,12.90,566.90,2244.40,-1129.00,-462.80,1232.40,3573.10,NA,94.70
BMS,2015-12-31,As of,59.20,NA,59.20,451.30,NA,451.30,525.90,82.60,NA,1119.00,2419.50,-1213.20,949.50,149.80,NA,65.20,3489.80,334.80,128.50,29.60,5.80,90.40,589.10,1353.90,NA,1353.90,1389.30,172.40,NA,167.00,2282.40,NA,NA,12.80,573.20,2216.00,-1084.70,-509.90,1207.40,3489.80,NA,95.10
BMS,2015-09-30,As of,78.60,NA,78.60,461.80,NA,461.80,538.20,141.60,NA,1220.20,NA,NA,904.80,149.10,NA,43.20,3447.90,348.70,128.90,6.40,NA,81.40,565.40,1293.60,NA,1293.60,1300.00,219.90,NA,125.70,2204.60,NA,NA,12.80,571.00,2186.60,-1038.90,-488.20,1243.30,3447.90,NA,96.00
BMS,2015-12-31,As of,59.20,NA,59.20,451.30,NA,451.30,525.90,82.60,NA,1119.00,2419.50,-1213.20,949.50,149.80,NA,65.20,3489.80,334.80,128.50,29.60,5.80,90.40,589.10,1353.90,NA,1353.90,1389.30,172.40,NA,167.00,2282.40,NA,NA,12.80,573.20,2216.00,-1084.70,-509.90,1207.40,3489.80,NA,95.10
BMS,2014-12-31,As of,47.10,NA,47.10,496.30,NA,496.30,575.80,168.60,NA,1287.80,NA,NA,963.10,168.60,NA,48.40,3610.80,268.20,114.10,31.30,NA,67.80,481.40,1311.60,NA,1311.60,1342.90,223.40,NA,161.40,2177.80,NA,NA,12.80,559.70,2086.80,-934.60,-291.70,1433.00,3610.80,NA,98.20
BMS,2013-12-31,As of,141.70,NA,141.70,615.40,NA,615.40,648.50,98.90,NA,1504.50,2539.10,-1254.80,1052.20,190.60,NA,78.60,4110.20,362.80,131.90,14.70,0.20,92.30,601.90,1421.40,NA,1421.40,1436.30,269.80,NA,132.30,2425.40,NA,NA,12.80,548.10,2005.10,-782.50,-98.70,1684.80,4110.20,NA,101.90
BMS,2012-12-31,As of,114.10,NA,114.10,645.20,NA,645.20,661.90,21.70,82.10,1525.00,2501.40,-1150.10,1034.30,201.20,NA,73.90,4185.70,382.10,142.20,8.60,0.30,109.80,643.00,1417.20,0.40,1417.60,1426.50,198.30,NA,285.90,2544.80,NA,NA,12.70,545.40,1900.90,-705.20,-112.90,1640.90,4185.70,NA,103.30
BMO,2016-07-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6250.00,2178.00,NA,3115.00,691682.00,NA,NA,NA,NA,33.00,NA,4461.00,NA,4461.00,54831.00,252.00,27.00,116181.00,651005.00,3240.00,NA,12463.00,294.00,20456.00,NA,4139.00,40677.00,691682.00,NA,644.86
BMO,2016-04-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6149.00,2178.00,NA,3115.00,681458.00,NA,NA,NA,NA,45.00,NA,4643.00,NA,4643.00,63836.00,253.00,31.00,121408.00,642457.00,3240.00,NA,12370.00,298.00,19806.00,NA,3303.00,39001.00,681458.00,NA,643.56
BMO,2016-01-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6787.00,2306.00,NA,3360.00,699293.00,NA,NA,NA,NA,128.00,NA,5250.00,NA,5250.00,54920.00,248.00,39.00,120192.00,657708.00,3240.00,NA,12352.00,298.00,19409.00,NA,6384.00,41585.00,699293.00,NA,643.26
BMO,2015-10-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6069.00,2208.00,NA,3162.00,641881.00,NA,NA,NA,NA,102.00,NA,4416.00,NA,4416.00,44307.00,265.00,491.00,107818.00,602459.00,3240.00,NA,12313.00,299.00,18930.00,NA,4715.00,39422.00,641881.00,NA,642.58
BMO,2015-07-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6111.00,2227.00,NA,3248.00,672442.00,NA,NA,NA,NA,195.00,NA,4433.00,NA,4433.00,52077.00,177.00,484.00,122896.00,634242.00,2640.00,NA,12296.00,302.00,18281.00,NA,4590.00,38200.00,672442.00,NA,642.32
BMO,2015-10-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6005.00,-3720.00,6069.00,2208.00,NA,3664.00,641881.00,NA,969.00,NA,NA,102.00,NA,4416.00,NA,4416.00,44307.00,265.00,491.00,98102.00,602459.00,3240.00,NA,12313.00,299.00,18930.00,NA,4715.00,39422.00,641881.00,NA,642.58
BMO,2014-10-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5660.00,-3384.00,5353.00,2052.00,NA,3280.00,588659.00,NA,1050.00,NA,NA,235.00,NA,4913.00,NA,4913.00,44608.00,178.00,1091.00,95505.00,554346.00,3040.00,NA,12357.00,304.00,17237.00,NA,1219.00,34313.00,588659.00,NA,649.05
BMO,2013-10-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5323.00,-3155.00,3819.00,1511.00,NA,3219.00,537044.00,NA,877.00,NA,NA,438.00,NA,3996.00,NA,3996.00,32880.00,107.00,1072.00,87135.00,506937.00,2265.00,NA,12003.00,315.00,15087.00,NA,232.00,30107.00,537044.00,NA,644.13
BMO,2012-10-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5037.00,-2917.00,3717.00,1552.00,NA,4707.00,525449.00,8950.00,977.00,NA,NA,NA,NA,4093.00,NA,4093.00,43830.00,171.00,1435.00,109710.00,496794.00,2465.00,NA,11957.00,213.00,13540.00,NA,215.00,28655.00,525449.00,NA,650.73
BMRN,2016-09-30,As of,707.35,327.50,1034.85,215.89,NA,215.89,347.42,NA,68.41,1666.57,1058.03,-328.19,197.04,561.39,362.96,317.18,3842.24,NA,190.29,22.46,NA,3.35,377.33,653.18,NA,653.18,675.64,0.00,NA,165.92,1196.43,NA,NA,0.17,4231.51,-1573.07,NA,-16.14,2645.81,3842.24,NA,171.70
BMRN,2016-06-30,As of,305.97,197.32,503.29,214.16,NA,214.16,326.56,NA,61.95,1105.95,1035.45,-310.96,197.04,568.97,201.62,284.51,3087.30,NA,173.27,24.42,NA,3.82,364.58,645.68,NA,645.68,670.11,0.00,NA,159.46,1169.73,NA,NA,0.16,3458.12,-1530.27,NA,-12.67,1917.58,3087.30,NA,163.28
BMRN,2016-03-31,As of,270.45,186.40,456.85,180.75,NA,180.75,296.98,NA,58.21,992.79,1011.03,-294.12,197.04,1177.23,314.40,260.47,3666.99,NA,219.15,0.00,NA,7.00,388.01,668.01,NA,668.01,668.01,143.53,NA,177.21,1376.76,NA,NA,0.16,3410.30,-1106.71,NA,-16.07,2290.24,3666.99,NA,161.53
BMRN,2015-12-31,As of,397.04,195.58,592.62,164.96,NA,179.11,271.68,27.96,18.27,1089.64,982.81,-278.60,197.04,684.00,425.65,628.84,3729.37,NA,257.20,0.00,NA,2.01,445.46,662.29,NA,662.29,662.29,143.53,NA,77.25,1328.52,NA,NA,0.16,3414.84,-1021.57,NA,7.42,2400.85,3729.37,NA,161.53
BMRN,2015-09-30,As of,376.35,241.98,618.33,148.95,NA,161.56,262.10,73.17,60.43,1175.59,869.81,-265.29,202.39,920.94,514.38,207.03,3624.85,NA,215.70,0.00,NA,11.87,390.49,667.79,NA,667.79,667.79,193.20,NA,80.73,1332.21,NA,NA,0.16,3371.38,-1090.19,NA,11.29,2292.64,3624.85,NA,161.23
BMRN,2015-12-31,As of,397.04,195.58,592.62,164.96,NA,179.11,271.68,27.96,18.27,1089.64,982.81,-278.60,197.04,684.00,425.65,628.84,3729.37,NA,257.20,0.00,NA,2.01,445.46,662.29,NA,662.29,662.29,143.53,NA,77.25,1328.52,NA,NA,0.16,3414.84,-1021.57,NA,7.42,2400.85,3729.37,NA,161.53
BMRN,2014-12-31,As of,875.49,69.71,945.19,144.47,NA,154.21,199.45,35.39,63.40,1397.64,752.40,-228.89,54.26,156.58,97.86,245.53,2475.38,NA,91.30,0.00,NA,0.01,235.74,642.90,NA,642.90,642.90,0.00,NA,68.84,947.49,NA,NA,0.15,2359.74,-849.77,NA,17.77,1527.89,2475.38,NA,149.09
BMRN,2013-12-31,As of,568.78,215.94,784.72,117.82,NA,117.82,162.60,NA,72.27,1137.42,504.36,-185.04,54.26,163.15,268.52,301.40,2244.06,36.89,140.37,0.00,NA,8.19,183.27,655.57,NA,655.57,655.57,NA,NA,64.18,903.02,NA,NA,0.14,2059.10,-715.80,NA,-2.40,1341.04,2244.06,NA,143.46
BMRN,2012-12-31,As of,180.53,267.28,447.81,109.07,NA,109.07,128.69,NA,57.87,743.43,433.60,-149.12,51.54,162.98,117.07,208.85,1568.35,23.99,119.16,23.36,NA,4.99,170.43,324.86,NA,324.86,348.22,NA,NA,57.29,552.58,NA,NA,0.13,1561.89,-539.45,NA,-6.80,1015.76,1568.35,NA,125.81
BMY,2016-09-30,As of,3432.00,2128.00,5560.00,3813.00,NA,5153.00,1482.00,991.00,18.00,13204.00,8931.00,-4141.00,6875.00,1377.00,3035.00,4446.00,33727.00,1407.00,4962.00,990.00,NA,1637.00,8996.00,5836.00,NA,5836.00,6826.00,NA,168.00,3114.00,18114.00,NA,0.00,221.00,1650.00,33272.00,-16795.00,-2735.00,15613.00,33727.00,NA,1663.00
BMY,2016-06-30,As of,2934.00,1717.00,4651.00,3685.00,NA,5139.00,1437.00,1035.00,36.00,12298.00,8946.00,-4349.00,6875.00,1379.00,3281.00,4401.00,32831.00,1504.00,4727.00,155.00,NA,1499.00,7885.00,6581.00,NA,6581.00,6736.00,NA,160.00,3287.00,17913.00,NA,0.00,221.00,1594.00,32706.00,-16799.00,-2804.00,14918.00,32831.00,NA,1663.00
BMY,2016-03-31,As of,2644.00,1663.00,4307.00,3363.00,NA,4750.00,1336.00,791.00,31.00,11215.00,8757.00,-4302.00,6875.00,1380.00,3689.00,4278.00,31892.00,1543.00,4257.00,106.00,NA,1691.00,7597.00,6593.00,NA,6593.00,6699.00,NA,165.00,3151.00,17506.00,NA,0.00,221.00,1503.00,32176.00,-16821.00,-2693.00,14386.00,31892.00,NA,1661.00
BMY,2015-12-31,As of,2385.00,1885.00,4270.00,2948.00,NA,4117.00,1221.00,623.00,184.00,10415.00,8631.00,-4219.00,6881.00,1419.00,4660.00,3961.00,31748.00,1565.00,4073.00,139.00,NA,2240.00,8017.00,6550.00,NA,6550.00,6689.00,NA,158.00,2757.00,17482.00,NA,0.00,221.00,1459.00,31613.00,-16559.00,-2468.00,14266.00,31748.00,NA,1661.00
BMY,2015-09-30,As of,3975.00,1438.00,5413.00,2714.00,NA,3733.00,1130.00,657.00,1993.00,12926.00,8467.00,-4218.00,6952.00,1544.00,4627.00,1481.00,31779.00,1249.00,3480.00,642.00,NA,1787.00,7158.00,6632.00,NA,6632.00,7274.00,NA,194.00,2716.00,16700.00,NA,0.00,221.00,1413.00,32446.00,-16606.00,-2395.00,15079.00,31779.00,NA,1668.29
BMY,2015-12-31,As of,2385.00,1885.00,4270.00,2948.00,NA,4117.00,1221.00,623.00,184.00,10415.00,8631.00,-4219.00,6881.00,1419.00,4660.00,3961.00,31748.00,1565.00,4073.00,139.00,NA,2240.00,8017.00,6550.00,NA,6550.00,6689.00,NA,158.00,2757.00,17482.00,NA,0.00,221.00,1459.00,31613.00,-16559.00,-2468.00,14266.00,31748.00,NA,1661.00
BMY,2014-12-31,As of,5571.00,1864.00,7435.00,2100.00,NA,3212.00,1560.00,542.00,1859.00,14608.00,9066.00,-4649.00,7027.00,1753.00,4408.00,1536.00,33749.00,2487.00,3310.00,590.00,NA,2074.00,8461.00,7242.00,NA,7242.00,7832.00,NA,131.00,3063.00,18897.00,NA,0.00,221.00,1507.00,32541.00,-16992.00,-2425.00,14852.00,33749.00,NA,1653.00
BMY,2013-12-31,As of,3586.00,939.00,4525.00,1690.00,NA,3098.00,1498.00,630.00,9165.00,18916.00,8843.00,-4264.00,7096.00,2318.00,3747.00,1936.00,38592.00,2559.00,3010.00,0.00,359.00,6512.00,12440.00,7981.00,NA,7981.00,8340.00,73.00,82.00,2862.00,23438.00,NA,0.00,221.00,1922.00,32952.00,-17800.00,-2141.00,15154.00,38592.00,NA,1641.00
BMY,2012-12-31,As of,1656.00,1173.00,2829.00,1708.00,NA,2764.00,1657.00,674.00,1597.00,9521.00,9383.00,-4050.00,7635.00,8778.00,3523.00,1107.00,35897.00,2202.00,3627.00,826.00,NA,1624.00,8279.00,6568.00,NA,6568.00,7394.00,383.00,15.00,7029.00,22274.00,NA,NA,221.00,2694.00,32733.00,-18823.00,-3202.00,13623.00,35897.00,NA,1630.00
BMTC,2016-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.77,26.03,NA,NA,3174.08,1.85,NA,NA,NA,NA,NA,29.52,NA,29.52,79.58,NA,NA,31.54,2795.62,NA,NA,21.06,231.40,190.76,-66.89,3.29,378.46,3174.08,NA,16.89
BMTC,2016-06-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.77,26.77,NA,NA,3090.09,1.85,NA,NA,NA,NA,NA,29.50,NA,29.50,48.62,NA,NA,32.66,2717.62,NA,NA,20.97,230.31,184.90,-66.20,-1.18,372.47,3090.09,NA,16.82
BMTC,2016-03-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.77,28.19,NA,NA,3058.25,1.29,NA,NA,NA,NA,NA,29.49,NA,29.49,51.50,NA,NA,31.40,2693.07,NA,NA,20.95,229.48,179.39,-66.14,-1.19,365.18,3058.25,NA,16.80
BMTC,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.98,-44.64,104.77,29.05,NA,11.14,3031.00,1.85,NA,NA,NA,NA,NA,29.48,NA,29.48,93.65,NA,NA,32.20,2665.29,NA,NA,20.93,228.81,174.52,-58.14,-1.19,365.71,3031.00,NA,17.07
BMTC,2015-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.34,30.39,NA,11.22,2952.74,1.44,NA,NA,NA,NA,NA,29.47,NA,29.47,53.73,NA,NA,34.68,2584.59,NA,NA,20.85,226.98,184.36,-53.00,-13.28,368.15,2952.74,NA,17.17
BMTC,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.98,-44.64,104.77,29.05,NA,11.14,3031.00,NA,1.85,NA,NA,NA,NA,29.48,NA,29.48,93.65,NA,NA,32.20,2665.29,NA,NA,20.93,228.81,174.52,-58.14,-1.19,365.71,3031.00,NA,17.07
BMTC,2014-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.33,-39.59,35.78,27.29,NA,7.21,2246.51,NA,1.04,NA,NA,NA,NA,NA,NA,0.00,23.82,NA,NA,27.99,2001.03,NA,NA,16.74,100.49,171.59,-31.64,-12.99,245.47,2246.51,NA,13.77
BMTC,2013-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.79,-36.00,32.84,24.11,NA,8.69,2061.66,NA,0.84,NA,NA,NA,NA,NA,NA,0.00,10.89,NA,NA,23.04,1831.77,NA,NA,16.60,95.67,153.96,-30.76,-5.45,229.90,2061.66,NA,13.65
BMTC,2012-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.52,-34.35,32.90,26.49,NA,12.30,2035.88,NA,1.23,NA,NA,NA,NA,NA,NA,0.00,9.40,NA,NA,25.69,1832.32,NA,NA,16.39,89.14,138.86,-30.75,-10.08,203.56,2035.88,NA,13.41
BNCL,2016-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.28,6.09,6.41,50.55,5580.39,NA,NA,NA,NA,NA,NA,25.42,NA,25.42,25.42,NA,NA,78.27,4557.15,NA,NA,0.83,767.84,396.36,-93.37,-53.20,1023.25,5580.39,NA,76.29
BNCL,2016-06-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.24,7.56,7.29,47.50,5514.09,NA,NA,NA,NA,NA,NA,25.41,NA,25.41,25.41,NA,NA,76.79,4487.77,NA,NA,0.83,762.68,390.72,-80.14,-54.08,1026.32,5514.09,NA,77.10
BNCL,2016-03-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.97,5.05,8.51,35.69,4814.69,NA,NA,NA,NA,NA,NA,25.41,NA,25.41,25.41,NA,NA,67.21,3768.11,NA,NA,0.83,789.98,387.97,-82.24,-55.01,1046.59,4814.69,NA,76.74
BNCL,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.97,5.74,9.32,38.52,4826.69,NA,NA,NA,NA,NA,NA,25.41,NA,25.41,25.41,NA,NA,68.82,3711.15,NA,NA,0.83,787.50,382.95,-0.35,-55.93,1115.55,4826.69,NA,82.92
BNCL,2015-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.97,6.22,9.79,42.16,4728.16,NA,NA,NA,NA,NA,NA,25.40,NA,25.40,25.40,NA,NA,72.65,3616.42,NA,NA,0.83,785.68,378.20,-0.35,-57.09,1111.75,4728.16,NA,82.83
BNCL,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.31,-33.10,121.97,5.74,9.32,38.52,4826.69,NA,NA,NA,NA,NA,NA,25.41,NA,25.41,25.41,NA,NA,68.82,3711.15,NA,NA,0.83,787.50,382.95,-0.35,-55.93,1115.55,4826.69,NA,82.92
BNCL,2014-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.90,-29.94,121.97,7.54,10.13,44.08,4751.52,NA,NA,NA,NA,NA,NA,25.39,NA,25.39,25.39,NA,NA,70.53,4140.63,NA,NA,0.83,362.69,360.06,-75.71,-39.68,610.89,4751.52,NA,82.70
BNCL,2013-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.67,-34.92,121.97,9.53,12.54,48.61,4583.41,NA,NA,NA,NA,NA,NA,25.37,NA,25.37,55.37,NA,NA,57.88,3968.27,NA,NA,0.82,356.96,342.02,-47.21,-32.38,615.15,4583.41,NA,84.83
BNCL,2012-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.34,-33.11,121.97,11.18,14.51,47.08,5006.40,NA,NA,NA,NA,NA,NA,25.35,NA,25.35,110.35,NA,NA,194.67,4372.53,NA,NA,0.82,354.08,329.45,-25.55,-24.93,633.87,5006.40,NA,87.22
BNCN,2016-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.82,NA,NA,6801.56,NA,40.78,NA,NA,NA,NA,114.97,NA,114.97,176.07,NA,NA,4.84,6006.35,NA,0.00,643.31,NA,143.32,NA,-1.36,795.21,6801.56,NA,48.11
BNCN,2016-06-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.23,NA,NA,6478.37,NA,46.74,NA,NA,NA,NA,114.93,NA,114.93,206.26,NA,NA,5.81,5761.31,NA,0.00,582.72,NA,127.58,NA,-1.93,717.06,6478.37,NA,45.20
BNCN,2016-03-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.83,NA,NA,5699.57,NA,44.72,NA,NA,NA,NA,107.00,NA,107.00,197.62,NA,NA,4.60,5096.02,NA,0.00,483.18,NA,114.98,NA,-1.70,603.55,5699.57,NA,40.81
