symbol,date,period,NetIncomeStartingLine,DepreciationDepletion,Amortization,DeferredTaxes,NonCashItems,ChangesinWorkingCapital,CashfromOperatingActivities,CapitalExpenditures,OtherInvestingCashFlowItemsTotal,CashfromInvestingActivities,FinancingCashFlowItems,TotalCashDividendsPaid,IssuanceRetirementofStockNet,IssuanceRetirementofDebtNet,CashfromFinancingActivities,ForeignExchangeEffects,NetChangeinCash,CashInterestPaidSupplemental,CashTaxesPaidSupplemental
BIOC,2016-03-31,3 months ending,-4.88,0.08,NA,NA,0.38,0.46,-3.96,-0.09,NA,-0.09,-0.02,NA,0.32,-0.50,-0.20,NA,-4.25,0.10,0.00
BIOC,2015-12-31,12 months ending,-16.95,0.26,NA,NA,1.46,0.07,-15.15,-0.17,NA,-0.17,-0.07,NA,19.55,-0.70,18.78,NA,3.46,0.41,0.00
BIOC,2015-12-31,12 months ending,-16.95,0.26,NA,NA,1.46,0.07,-15.15,-0.17,NA,-0.17,-0.07,NA,19.55,-0.70,18.78,NA,3.46,0.41,0.00
BIOC,2014-12-31,12 months ending,-15.87,0.25,NA,NA,3.45,-2.42,-14.58,-0.39,NA,-0.39,-0.02,NA,22.29,-2.00,20.27,NA,5.30,0.40,0.00
BIOC,2013-12-31,12 months ending,-9.23,0.27,NA,NA,2.17,0.60,-6.20,0.00,NA,0.00,NA,NA,0.02,6.07,6.09,NA,-0.12,0.00,0.00
BIOC,2012-12-31,12 months ending,-12.26,0.37,NA,NA,2.01,1.27,-8.61,-0.01,NA,-0.01,NA,NA,0.00,8.37,8.37,NA,-0.25,0.03,0.00
BIOD,2016-06-30,9 months ending,-12.18,0.08,NA,NA,0.38,1.51,-10.20,NA,0.40,0.40,-0.02,NA,NA,NA,-0.02,NA,-9.82,NA,0.02
BIOD,2016-03-31,6 months ending,-9.08,0.08,NA,NA,0.32,1.03,-7.65,NA,0.26,0.26,-0.02,NA,NA,NA,-0.02,NA,-7.41,NA,0.02
BIOD,2015-12-31,3 months ending,-3.21,0.03,NA,NA,0.11,-0.82,-3.89,NA,NA,NA,-0.02,NA,NA,NA,-0.02,NA,-3.91,0.00,0.01
BIOD,2015-09-30,12 months ending,-18.74,0.20,NA,NA,0.87,-0.53,-18.20,NA,0.01,0.01,2.30,NA,32.15,NA,34.45,NA,16.26,NA,0.03
BIOD,2015-09-30,12 months ending,-18.74,0.20,NA,NA,0.87,-0.53,-18.20,NA,0.01,0.01,2.30,NA,32.15,NA,34.45,NA,16.26,NA,0.03
BIOD,2014-09-30,12 months ending,-14.13,0.60,NA,NA,0.78,-5.98,-18.72,-0.05,NA,-0.05,3.53,NA,0.05,NA,3.58,NA,-15.19,0.00,0.03
BIOD,2013-09-30,12 months ending,-19.34,0.64,NA,NA,1.54,-1.40,-18.55,-0.12,0.00,-0.12,0.09,NA,19.31,NA,19.40,NA,0.73,NA,0.01
BIOD,2012-09-30,12 months ending,-20.75,0.72,NA,NA,1.87,1.46,-16.70,-0.06,NA,-0.06,0.03,NA,17.08,NA,17.11,NA,0.35,NA,0.02
BIOL,2016-09-30,9 months ending,-10.94,0.78,NA,0.04,2.34,0.33,-7.45,-1.05,NA,-1.05,-0.14,NA,9.54,NA,9.40,0.06,0.95,0.00,NA
BIOL,2016-06-30,6 months ending,-7.80,0.49,NA,0.03,1.66,-0.66,-6.28,-0.50,NA,-0.50,-0.09,NA,NA,NA,-0.09,0.04,-6.82,0.00,0.05
BIOL,2016-03-31,3 months ending,-4.26,0.21,NA,0.01,0.80,-1.54,-4.77,-0.34,NA,-0.34,-0.04,NA,NA,NA,-0.04,0.09,-5.07,0.00,0.03
BIOL,2015-12-31,12 months ending,-20.28,0.88,NA,0.06,4.12,-2.55,-17.77,-1.80,0.03,-1.78,-0.15,NA,0.04,0.00,-0.10,-0.21,-19.86,0.00,0.06
BIOL,2015-12-31,12 months ending,-20.28,0.88,NA,0.06,4.12,-2.55,-17.77,-1.80,0.03,-1.78,-0.15,NA,0.04,0.00,-0.10,-0.21,-19.86,0.00,0.06
BIOL,2014-12-31,12 months ending,-18.93,0.70,NA,0.06,3.57,-1.60,-16.20,-0.20,0.00,-0.20,-0.04,NA,51.43,-4.63,46.75,-0.23,30.12,0.15,0.05
BIOL,2013-12-31,12 months ending,-11.48,0.60,NA,-0.03,3.79,-2.18,-9.30,-0.68,-0.01,-0.69,-0.06,NA,5.91,3.00,8.85,0.03,-1.10,0.22,0.05
BIOL,2012-12-31,12 months ending,-3.06,0.51,NA,0.06,2.61,-1.79,-1.66,-0.81,0.11,-0.70,-0.54,NA,0.46,1.64,1.56,0.04,-0.76,0.09,0.06
BIOS,2016-09-30,9 months ending,-29.04,12.96,NA,0.54,-8.42,-14.57,-38.54,-8.04,-63.34,-71.38,-0.15,NA,83.27,14.06,97.18,NA,-12.74,30.13,0.26
BIOS,2016-06-30,6 months ending,-17.77,8.79,NA,0.35,-3.08,-9.88,-21.59,-5.47,1.13,-4.33,-0.09,NA,83.27,-21.40,61.77,NA,35.85,17.32,0.23
BIOS,2016-03-31,3 months ending,-9.54,4.54,NA,0.17,-4.63,-1.50,-10.96,-2.43,1.11,-1.32,-0.05,NA,0.00,4.81,4.76,NA,-7.53,13.14,0.01
BIOS,2015-12-31,12 months ending,-299.71,22.74,NA,-20.09,253.60,-21.29,-64.74,-11.54,24.57,13.02,-2.74,NA,59.69,9.61,66.56,NA,14.84,34.30,0.11
BIOS,2015-12-31,12 months ending,-299.71,22.74,NA,-20.09,253.60,-21.29,-64.74,-11.54,24.57,13.02,-2.74,NA,59.69,9.61,66.56,NA,14.84,34.30,0.11
BIOS,2014-12-31,12 months ending,-147.47,16.39,6.55,12.32,5.05,75.74,-31.42,-13.83,58.09,44.26,-0.04,NA,0.00,-13.07,-13.10,NA,-0.26,34.13,1.65
BIOS,2013-12-31,12 months ending,-69.65,20.23,NA,4.80,22.98,-32.94,-54.58,-25.60,-276.74,-302.34,2.55,NA,118.38,174.89,295.82,NA,-61.10,25.59,3.14
BIOS,2012-12-31,12 months ending,64.71,8.51,3.96,0.00,-88.49,38.20,26.88,-10.99,104.87,93.88,8.44,NA,NA,-67.10,-58.66,NA,62.10,25.59,3.14
BIP,2016-09-30,9 months ending,350.00,334.00,NA,-35.00,-76.00,91.00,664.00,-467.00,-588.00,-1055.00,584.00,-404.00,199.00,249.00,628.00,5.00,242.00,NA,NA
BIP,2016-06-30,6 months ending,247.00,208.00,NA,-12.00,-122.00,0.00,321.00,-294.00,-672.00,-966.00,223.00,-266.00,5.00,853.00,815.00,9.00,179.00,NA,NA
BIP,2016-03-31,3 months ending,88.00,100.00,NA,-5.00,-3.00,-18.00,162.00,-163.00,-5.00,-168.00,-10.00,-133.00,0.00,190.00,47.00,8.00,49.00,NA,NA
BIP,2015-12-31,12 months ending,391.00,375.00,NA,-26.00,-26.00,-90.00,624.00,-520.00,-1826.00,-2346.00,238.00,-480.00,189.00,1817.00,1764.00,-32.00,10.00,332.00,22.00
BIP,2015-12-31,12 months ending,391.00,375.00,NA,-26.00,-26.00,-90.00,624.00,-520.00,-1826.00,-2346.00,238.00,-480.00,189.00,1817.00,1764.00,-32.00,10.00,332.00,22.00
BIP,2014-12-31,12 months ending,229.00,380.00,NA,49.00,-21.00,54.00,691.00,-454.00,-619.00,-1073.00,-360.00,-402.00,NA,804.00,42.00,-9.00,-349.00,328.00,43.00
BIP,2013-12-31,12 months ending,65.00,329.00,NA,12.00,307.00,-19.00,694.00,-425.00,263.00,-162.00,-188.00,-356.00,NA,312.00,-232.00,-25.00,275.00,334.00,25.00
BIP,2012-12-31,12 months ending,291.00,232.00,NA,30.00,-74.00,156.00,635.00,-654.00,-1110.00,-1764.00,-110.00,-288.00,NA,1636.00,1238.00,1.00,110.00,360.00,11.00
BITA,2015-12-31,12 months ending,-351.94,55.46,514.80,NA,1.35,-2372.23,-2152.55,-235.46,-1163.55,-1399.01,-3.12,NA,4913.85,361.08,5271.82,-0.85,1719.40,3.12,NA
BITA,2014-12-31,12 months ending,586.77,38.32,20.96,NA,59.79,-292.23,413.60,-56.31,-263.98,-320.29,-4.52,NA,29.49,NA,24.98,1.52,119.81,3.68,NA
BITA,2013-12-31,12 months ending,263.48,30.24,11.91,NA,9.45,15.48,330.56,-33.12,-23.64,-56.76,-2.75,NA,233.12,0.00,230.37,-2.90,501.27,2.75,NA
BITA,2012-12-31,12 months ending,154.08,19.42,11.90,NA,16.82,-73.86,128.36,-66.27,-17.03,-83.30,-2.76,0.00,-46.21,0.00,-48.97,2.92,-0.99,2.76,NA
BJRI,2016-09-27,39 weeks ending,32.67,47.93,NA,4.12,6.85,17.07,108.63,-80.68,0.00,-80.68,0.08,NA,-45.49,8.80,-36.60,NA,-8.66,0.90,6.79
BJRI,2016-06-28,26 weeks ending,25.43,31.64,NA,4.33,4.56,4.99,70.94,-49.95,NA,-49.95,0.07,NA,-23.24,-9.50,-32.67,NA,-11.67,0.66,5.43
BJRI,2016-03-29,13 weeks ending,11.64,15.60,NA,1.89,2.30,15.38,46.82,-25.33,NA,-25.33,-0.15,NA,-23.99,-5.00,-29.14,NA,-7.65,0.33,2.11
BJRI,2015-12-29,52 weeks ending,45.33,59.42,NA,5.32,5.39,11.77,127.22,-86.07,3.48,-82.59,3.93,NA,-87.14,42.50,-40.71,NA,3.92,0.50,12.10
BJRI,2015-12-29,52 weeks ending,45.33,59.42,NA,5.32,5.39,11.77,127.22,-86.07,3.48,-82.59,3.93,NA,-87.14,42.50,-40.71,NA,3.92,0.50,12.10
BJRI,2014-12-30,52 weeks ending,27.40,55.39,NA,4.42,6.82,6.02,100.04,-88.12,22.93,-65.19,3.36,NA,-88.52,58.00,-27.16,NA,7.69,0.17,4.94
BJRI,2013-12-31,52 weeks ending,21.02,49.01,NA,-3.45,8.30,20.67,95.54,-117.06,27.20,-89.86,0.68,NA,1.55,NA,2.23,NA,7.92,NA,5.41
BJRI,2013-01-01,52 weeks ending,31.41,41.35,NA,6.76,4.34,4.47,88.33,-109.18,10.34,-98.84,1.31,NA,1.89,NA,3.20,NA,-7.32,NA,2.56
BK,2016-09-30,9 months ending,2676.00,1118.00,NA,-282.00,-16.00,-1939.00,1557.00,-495.00,21553.00,21058.00,-26073.00,-650.00,-411.00,2956.00,-24178.00,-17.00,-1580.00,371.00,597.00
BK,2016-06-30,6 months ending,1683.00,748.00,NA,-299.00,-6.00,-664.00,1462.00,-349.00,26045.00,25696.00,-28399.00,-431.00,-967.00,2091.00,-27706.00,-180.00,-728.00,241.00,223.00
BK,2016-03-31,3 months ending,808.00,364.00,NA,-10.00,-1.00,633.00,1794.00,-148.00,20228.00,20080.00,-23807.00,-199.00,-529.00,48.00,-24487.00,4.00,-2609.00,170.00,83.00
BK,2015-12-31,12 months ending,3222.00,1457.00,NA,47.00,-134.00,-465.00,4127.00,-601.00,-19186.00,-19787.00,16130.00,-865.00,-1013.00,933.00,15185.00,42.00,-433.00,295.00,1015.00
BK,2015-12-31,12 months ending,3222.00,1457.00,NA,47.00,-64.00,-535.00,4127.00,-601.00,-19186.00,-19787.00,16130.00,-865.00,-1013.00,933.00,15185.00,42.00,-433.00,295.00,1015.00
BK,2014-12-31,12 months ending,2651.00,1292.00,NA,-853.00,-84.00,1478.00,4484.00,-791.00,-10884.00,-11675.00,9586.00,-833.00,-1273.00,349.00,7829.00,-128.00,510.00,344.00,1363.00
BK,2013-12-31,12 months ending,2185.00,1389.00,NA,526.00,-81.00,-4661.00,-642.00,-609.00,-12591.00,-13200.00,15666.00,-744.00,-244.00,943.00,15621.00,-46.00,1733.00,347.00,400.00
BK,2012-12-31,12 months ending,2515.00,1246.00,NA,244.00,-78.00,-2298.00,1629.00,-652.00,-28735.00,-29387.00,30814.00,-641.00,-15.00,-1870.00,28288.00,22.00,552.00,561.00,709.00
BKCC,2016-09-30,9 months ending,-86.80,NA,NA,NA,129.38,52.48,95.06,NA,NA,NA,NA,-43.07,-16.09,-41.40,-100.56,NA,-5.50,17.24,0.32
BKCC,2016-06-30,6 months ending,-47.73,NA,NA,NA,79.19,23.20,54.66,NA,NA,NA,NA,-28.84,-16.09,-14.68,-59.61,NA,-4.95,12.17,0.27
BKCC,2016-03-31,3 months ending,-38.17,NA,NA,NA,52.53,-67.85,-53.50,NA,NA,NA,NA,-14.51,-12.01,78.06,51.54,NA,-1.96,10.48,0.17
BKCC,2015-12-31,12 months ending,38.63,NA,NA,NA,24.58,89.56,152.77,NA,NA,NA,0.00,-59.00,-7.93,-83.75,-150.68,NA,2.09,20.89,0.61
BKCC,2015-12-31,12 months ending,38.63,NA,NA,NA,24.58,89.56,152.77,NA,NA,NA,0.00,-59.00,-7.93,-83.75,-150.68,NA,2.09,20.89,0.61
BKCC,2014-12-31,12 months ending,137.24,NA,NA,NA,-92.77,45.81,90.28,NA,NA,NA,0.00,-65.87,-2.81,-29.75,-98.43,0.00,-8.15,21.11,0.23
BKCC,2013-12-31,12 months ending,92.99,NA,NA,NA,-74.14,-63.50,-44.64,NA,NA,NA,-6.62,-71.71,NA,132.32,54.00,0.00,9.35,16.97,0.47
BKCC,2012-12-31,12 months ending,57.35,NA,NA,NA,316.14,-305.18,68.32,NA,NA,NA,0.00,-70.82,0.00,3.85,-66.97,0.00,1.34,19.00,1.87
BKE,2016-07-30,26 weeks ending,38.57,16.15,NA,-1.36,4.82,-13.74,44.45,-17.04,3.89,-13.15,NA,-24.31,NA,NA,-24.31,NA,6.99,NA,43.95
BKE,2016-04-30,13 weeks ending,23.10,7.93,NA,-0.70,2.41,-20.42,12.32,-7.83,-0.10,-7.93,NA,-12.16,NA,NA,-12.16,NA,-7.77,NA,12.62
BKE,2016-01-30,52 weeks ending,147.28,32.14,NA,-1.22,6.64,-25.53,159.32,-34.58,-0.28,-34.86,0.00,-93.77,-3.22,NA,-96.99,NA,27.48,NA,93.42
BKE,2015-10-31,39 weeks ending,92.94,23.61,NA,-1.65,4.96,-66.27,53.59,-30.93,-0.86,-31.79,0.00,-33.40,-0.69,NA,-34.08,NA,-12.28,NA,72.73
BKE,2016-01-30,52 weeks ending,147.28,32.14,NA,-1.22,6.64,-25.53,159.32,-34.58,-0.28,-34.86,0.00,-93.77,-3.22,NA,-96.99,NA,27.48,NA,93.42
BKE,2015-01-31,52 weeks ending,162.56,31.68,NA,-1.68,7.18,-3.98,195.77,-45.45,-5.17,-50.62,0.23,-176.60,0.07,NA,-176.31,NA,-31.16,NA,100.55
BKE,2014-02-01,52 weeks ending,162.58,32.63,NA,-2.09,6.05,-25.16,174.03,-28.81,-1.21,-30.02,0.40,-97.14,0.00,NA,-96.75,NA,47.26,NA,102.26
BKE,2013-02-02,53 weeks ending,164.31,33.83,NA,-1.94,9.92,14.82,220.94,-30.30,8.63,-21.67,5.61,-254.63,0.85,NA,-248.18,NA,-48.90,NA,78.83
BKD,2016-09-30,9 months ending,-136.04,398.29,NA,3.80,67.35,-56.13,277.28,-276.11,221.73,-54.37,-1.94,NA,NA,-234.81,-236.75,NA,-13.85,NA,NA
BKD,2016-06-30,6 months ending,-84.31,265.13,NA,0.33,35.25,-38.56,177.84,-178.30,21.56,-156.74,-1.03,NA,NA,-69.05,-70.08,NA,-48.98,175.39,2.00
BKD,2016-03-31,3 months ending,-48.82,129.45,NA,0.93,16.92,-28.14,70.34,-98.47,24.03,-74.45,-1.79,NA,NA,-11.27,-13.06,NA,-17.17,92.27,0.25
BKD,2015-12-31,12 months ending,-458.15,736.52,NA,-95.26,112.75,-3.49,292.37,-602.27,33.29,-568.98,-32.33,NA,0.00,292.89,260.56,NA,-16.05,360.96,2.95
BKD,2015-12-31,12 months ending,-458.15,736.52,NA,-95.26,112.75,-3.49,292.37,-647.24,78.26,-568.98,-32.33,NA,0.00,292.89,260.56,NA,-16.05,360.96,2.95
BKD,2014-12-31,12 months ending,-149.43,544.51,NA,-182.37,65.20,-35.26,242.65,-344.69,29.80,-314.88,-17.13,NA,330.39,-195.46,117.80,NA,45.57,226.59,2.75
BKD,2013-12-31,12 months ending,-3.58,285.81,NA,-0.18,48.19,35.89,366.12,-292.21,27.41,-264.81,-0.84,NA,0.00,-111.20,-112.04,NA,-10.73,123.04,2.28
BKD,2012-12-31,12 months ending,-66.47,270.36,NA,-0.53,65.39,22.20,290.97,-480.94,25.60,-455.33,7.31,NA,0.00,195.46,202.77,NA,38.40,130.01,2.66
BKEP,2016-09-30,9 months ending,-6.79,22.45,NA,NA,24.40,-0.15,39.91,-15.64,-17.50,-33.14,-3.36,-32.47,21.32,9.00,-5.52,NA,1.25,NA,NA
BKEP,2016-06-30,6 months ending,-18.21,14.82,NA,NA,25.29,-2.92,18.98,-11.58,-17.76,-29.33,-2.55,-21.25,0.15,34.00,10.35,NA,0.00,NA,NA
BKEP,2016-03-31,3 months ending,0.73,7.13,NA,NA,1.70,-4.91,4.65,-4.27,-18.11,-22.37,-0.86,-10.59,0.15,28.00,16.70,NA,-1.02,NA,NA
BKEP,2015-12-31,12 months ending,6.40,27.23,NA,NA,19.27,7.63,60.53,-41.61,-3.00,-44.60,-3.14,-41.60,0.19,29.00,-15.55,NA,0.38,NA,NA
BKEP,2015-12-31,12 months ending,6.40,27.23,NA,NA,19.27,7.63,60.53,-41.61,-3.00,-44.60,-3.14,-41.60,0.19,29.00,-15.55,NA,0.38,9.91,0.41
BKEP,2014-12-31,12 months ending,27.57,26.05,NA,NA,-0.08,4.71,58.24,-37.37,3.06,-34.30,-2.69,-35.94,71.18,-57.00,-24.46,NA,-0.52,9.09,0.51
BKEP,2013-12-31,12 months ending,28.04,24.24,NA,NA,10.36,-2.08,60.55,-64.96,-15.74,-80.70,-5.87,-33.29,0.00,59.32,20.15,NA,0.01,9.64,0.42
BKEP,2012-12-31,12 months ending,31.57,23.13,NA,NA,-2.10,9.12,61.72,-27.72,10.21,-17.51,-1.45,-32.19,0.00,-8.64,-42.27,NA,1.94,42.11,0.16
BKFS,2016-09-30,9 months ending,98.70,154.20,NA,3.70,11.50,-57.60,210.50,-55.90,-150.20,-206.10,-83.00,-48.50,0.00,NA,-131.50,NA,-127.10,39.60,16.00
BKFS,2016-06-30,6 months ending,66.30,97.40,NA,1.90,7.50,-50.70,122.40,-39.50,-150.20,-189.70,-42.00,-48.50,0.00,NA,-90.50,NA,-157.80,30.10,12.20
BKFS,2016-03-31,3 months ending,33.10,48.20,NA,-0.20,3.40,-26.60,57.90,-16.60,0.00,-16.60,-61.00,-48.00,NA,NA,-109.00,NA,-67.70,9.40,1.10
BKFS,2015-12-31,12 months ending,82.40,194.30,NA,11.80,17.00,-57.30,248.20,-95.70,-6.80,-102.50,-483.50,-17.40,479.30,NA,-21.60,NA,124.10,89.20,-0.20
BKFS,2015-12-31,12 months ending,82.40,194.30,NA,11.80,17.00,-57.30,248.20,-95.70,-6.80,-102.50,-483.50,-17.40,479.30,NA,-21.60,NA,124.10,89.20,-0.20
BKFS,2014-12-31,12 months ending,-107.10,188.80,NA,0.10,4.30,-66.70,19.40,-66.90,1.50,-65.40,124.80,-16.90,0.00,NA,107.90,NA,61.90,131.80,-30.70
BKH,2016-09-30,9 months ending,54.80,140.64,NA,38.58,39.04,-48.38,224.68,-334.10,-1125.10,-1459.20,195.57,-65.25,107.69,602.94,840.95,NA,-393.57,82.64,1.17
BKH,2016-06-30,6 months ending,40.67,91.71,NA,32.61,51.35,6.43,222.78,-199.85,-1124.89,-1324.74,216.57,-43.27,57.49,531.44,762.24,NA,-339.73,48.14,1.16
BKH,2016-03-31,3 months ending,40.00,44.41,NA,32.58,19.09,2.26,138.34,-83.89,-1132.65,-1216.53,-2.41,-21.54,7.82,684.76,668.63,NA,-409.56,15.53,0.00
BKH,2015-12-31,12 months ending,-32.11,155.37,NA,-26.03,270.00,60.78,428.00,-455.48,-20.91,-476.39,-9.28,-72.60,538.79,26.80,483.70,NA,435.32,77.81,1.20
BKH,2015-12-31,12 months ending,-32.11,155.37,NA,-26.03,270.00,60.78,428.00,-455.48,-20.91,-476.39,-9.28,-72.60,538.79,26.80,483.70,NA,435.32,77.81,1.20
BKH,2014-12-31,12 months ending,130.89,144.75,NA,70.23,30.48,-52.89,323.46,-398.49,-2.65,-401.15,17.15,-69.64,3.25,140.30,91.07,NA,13.38,69.24,0.41
BKH,2013-12-31,12 months ending,117.42,137.32,NA,65.22,8.71,-4.04,324.63,-354.75,5.47,-349.28,-79.33,-67.59,4.35,159.59,17.03,NA,-7.62,108.36,4.57
BKH,2012-12-31,12 months ending,102.44,145.92,NA,51.53,14.37,2.70,316.97,-349.13,360.30,11.17,-2.83,-65.26,4.73,-308.08,-371.45,NA,-43.31,116.59,3.03
BKMU,2016-09-30,9 months ending,12.88,2.53,1.64,2.96,2.04,-14.00,8.04,-1.34,-139.91,-141.25,99.04,-7.29,-0.22,42.99,134.52,NA,1.31,8.04,4.28
BKMU,2016-06-30,6 months ending,8.42,1.67,0.99,2.05,1.33,-9.75,4.70,-0.99,-110.14,-111.13,57.97,-4.78,-0.22,50.18,103.14,NA,-3.29,5.28,0.94
BKMU,2016-03-31,3 months ending,4.47,0.83,0.43,1.41,0.71,-7.80,0.06,-0.47,-40.66,-41.13,23.61,-2.28,-0.04,5.47,26.75,NA,-14.32,2.60,-2.03
BKMU,2015-12-31,12 months ending,14.18,3.25,1.91,8.13,-7.63,-3.59,16.25,-3.57,-187.29,-190.85,76.33,-8.76,-10.54,115.91,172.93,NA,-1.68,9.07,2.44
BKMU,2015-12-31,12 months ending,14.18,3.25,1.91,8.13,-7.63,-3.59,16.25,-3.57,-187.29,-190.85,76.33,-8.76,-10.54,115.91,172.93,NA,-1.68,9.07,2.44
BKMU,2014-12-31,12 months ending,14.66,2.92,1.77,7.55,2.21,-5.14,23.98,-4.13,21.00,16.87,-41.71,-6.98,NA,11.57,-37.13,NA,3.72,9.43,1.05
BKMU,2013-12-31,12 months ending,10.80,2.67,2.81,5.21,-0.24,17.41,38.65,-3.70,-2.38,-6.08,-106.65,-4.64,NA,34.11,-77.18,NA,-44.60,13.14,0.27
BKMU,2012-12-31,12 months ending,6.75,2.57,3.90,3.29,6.54,20.98,44.03,-2.69,21.35,18.66,-151.94,-2.32,0.00,57.70,-96.56,NA,-33.88,NA,0.17
BKSC,2016-09-30,9 months ending,3.93,0.14,NA,NA,0.28,0.84,5.20,-0.07,-17.66,-17.73,6.69,-1.92,0.33,NA,5.10,NA,-7.43,0.31,1.67
BKSC,2016-06-30,6 months ending,2.51,0.10,NA,NA,0.13,-1.22,1.51,-0.02,-11.46,-11.48,23.50,-1.28,0.26,0.00,22.49,NA,12.52,0.19,1.07
BKSC,2016-03-31,3 months ending,1.20,0.05,NA,NA,0.08,2.42,3.74,-0.02,2.89,2.87,2.95,-0.64,0.01,0.00,2.32,NA,8.93,0.10,0.00
BKSC,2015-12-31,12 months ending,4.88,0.20,NA,0.00,0.19,1.84,7.12,-0.13,-15.22,-15.36,36.29,-2.38,0.12,-6.98,27.06,NA,18.82,0.42,2.20
BKSC,2015-12-31,12 months ending,4.88,0.20,NA,0.00,0.19,1.84,7.12,-0.13,-15.22,-15.36,36.29,-2.38,0.12,-6.98,27.06,NA,18.82,0.42,2.20
BKSC,2014-12-31,12 months ending,4.40,0.20,NA,0.13,0.38,-2.94,2.17,-0.10,-35.24,-35.34,17.18,-2.77,0.03,6.98,21.42,NA,-11.75,0.43,1.82
BKSC,2013-12-31,12 months ending,4.08,0.19,NA,0.06,0.59,13.84,18.76,-0.16,-40.17,-40.33,14.17,-1.65,0.13,0.00,12.65,NA,-8.92,0.41,1.89
BKSC,2012-12-31,12 months ending,3.67,0.21,NA,-0.17,0.46,-10.08,-5.91,-0.08,-2.50,-2.58,-10.05,-2.49,0.01,0.00,-12.53,NA,-21.02,0.53,1.72
BKT,2016-08-31,12 months ending,14.33,NA,NA,NA,NA,NA,14.33,NA,NA,NA,NA,-22.06,NA,NA,-22.06,NA,-7.73,NA,NA
BKT,2016-02-29,6 months ending,8.97,NA,NA,NA,NA,NA,8.97,NA,NA,NA,NA,-11.89,NA,NA,-11.89,NA,-2.93,NA,NA
BKT,2015-08-31,12 months ending,13.00,NA,NA,NA,NA,NA,13.00,NA,NA,NA,NA,-25.32,NA,NA,-25.32,NA,-12.32,NA,NA
BKU,2016-09-30,9 months ending,162.45,38.97,NA,33.96,-97.94,89.00,226.44,-52.40,-3270.76,-3323.16,20169.69,-67.34,0.22,-17011.40,3091.17,NA,-5.55,132.40,8.17
BKT,2015-02-28,6 months ending,6.81,NA,NA,NA,NA,NA,6.81,NA,NA,NA,NA,-13.43,NA,NA,-13.43,NA,-6.62,NA,NA
BKU,2016-06-30,6 months ending,111.60,26.01,NA,25.94,-62.44,42.32,143.43,-12.98,-2241.46,-2254.44,11527.82,-44.86,0.22,-9280.00,2203.18,NA,92.17,89.13,0.94
BKT,2016-08-31,12 months ending,14.33,NA,NA,NA,NA,NA,14.33,NA,NA,NA,NA,-22.06,NA,NA,-22.06,NA,-7.73,NA,NA
BKU,2016-03-31,3 months ending,54.87,13.22,NA,14.40,-28.39,3.72,57.82,-5.10,-904.00,-909.10,4721.91,-22.38,0.06,-3870.00,829.59,NA,-21.69,38.11,0.31
BKT,2015-08-31,12 months ending,13.00,NA,NA,NA,NA,NA,13.00,NA,NA,NA,NA,-25.32,NA,NA,-25.32,NA,-12.32,NA,NA
BKU,2015-12-31,12 months ending,251.66,43.39,NA,29.47,-137.76,31.12,217.89,-210.60,-4398.09,-4608.69,11262.22,-88.98,35.65,-6738.10,4470.79,NA,79.98,130.96,29.35
BKT,2014-08-31,12 months ending,24.61,NA,NA,NA,NA,NA,24.61,NA,NA,NA,NA,-27.62,NA,NA,-27.62,NA,-3.02,NA,NA
BKU,2015-12-31,12 months ending,251.66,43.39,NA,29.47,-137.76,31.12,217.89,-210.60,-4398.09,-4608.69,11262.22,-88.98,35.65,-6738.10,4470.79,NA,79.98,130.96,29.35
BKT,2013-08-31,12 months ending,-9.28,NA,NA,NA,NA,NA,-9.28,NA,NA,NA,0.00,-30.63,NA,NA,-30.63,NA,-39.90,NA,NA
BKU,2014-12-31,12 months ending,204.22,31.55,NA,-39.58,-253.32,7.38,-49.75,-150.85,-3656.96,-3807.81,7086.04,-87.72,0.93,-3206.93,3792.32,NA,-65.23,NA,129.99
BKU,2013-12-31,12 months ending,208.94,23.18,NA,8.24,-392.11,84.65,-67.11,-184.09,-2422.90,-2606.98,4624.69,-65.22,9.90,-2137.88,2431.49,NA,-242.60,NA,97.63
BKU,2012-12-31,12 months ending,211.26,15.06,NA,-72.23,-484.30,-21.40,-351.61,-71.11,272.11,201.00,3352.91,-89.02,3.60,-2925.27,342.22,NA,191.61,NA,257.96
BLCM,2016-09-30,9 months ending,-49.30,1.62,NA,NA,9.89,1.84,-35.95,-5.79,-0.35,-6.14,-0.20,NA,0.75,19.99,20.54,NA,-21.55,0.71,NA
BLCM,2016-06-30,6 months ending,-31.58,0.95,NA,NA,6.61,-0.53,-24.55,-4.57,-6.84,-11.41,-0.20,NA,0.47,14.99,15.27,NA,-20.69,0.34,NA
BLCM,2016-03-31,3 months ending,-15.07,0.46,NA,NA,3.23,0.14,-11.24,-2.29,-9.83,-12.12,-0.20,NA,0.11,15.00,14.91,NA,-8.45,0.01,NA
BLCM,2015-12-31,12 months ending,-48.55,1.20,NA,NA,8.96,2.66,-35.73,-5.42,-81.03,-86.45,-0.01,0.00,0.83,0.00,0.82,NA,-121.36,0.00,NA
BLCM,2015-12-31,12 months ending,-48.55,1.20,NA,NA,8.96,2.66,-35.73,-5.42,-81.03,-86.45,-0.01,0.00,0.83,0.00,0.82,NA,-121.36,0.00,NA
BLCM,2014-12-31,12 months ending,-83.96,0.67,NA,NA,25.19,0.80,-57.31,-0.80,NA,-0.80,-17.77,-0.16,257.27,-0.80,238.55,NA,180.43,1.77,NA
